name,class,description
ACR's Martin Griffin Preserve,0,"
Audubon Canyon Ranch is a 501(c)(3) non-profit organization that relies on the generosity of individuals, corporations and foundations to fund its programs."
Garber Park Stewards,0,"Join the Garber Park Stewards in our monthly habitat restoration work days. We meet on the 3rd Saturday of every month from 10am until noon. We remove non-native invasive weeds, maintain the Loop Trail, and plant native plants. Everyone welcome!
Garber Park is a 13-acre wildland park owned by the City of Oakland, located behind the Claremont Hotel in Claremont Canyon. Garber Park is home to significant stands of big-leaf maple, California buckeyes and regenerating coast live oak woodland and forest. The Garber Park Stewards vision is to safeguard the native wildland resources of Garber Park while reducing the risk of wildfire and improving the trail system.
"
LGBTQ+ Vacavillians,0,"Are you a part of the LGBTQ+ community? Do you live in Vacaville? I want to find more of my people here and go on hikes, do yoga, bike rides, board games or just hang out and find some community out here!"
"Los Altos Women's Circle: Healing, Wellbeing & Reforestation",0,"The intention of this grove is to support a community of women seeking to deepen our connection with the trees and natural world. Together we heal ourselves and our mother earth. We meet with the new to waxing moon each month to honor our intention for sharing in community, connecting with the trees (los altos), and reforesting our planet. We welcome you to our grove!"
San Francisco Orchid Society Meetup,0,"Meet other orchid enthusiasts
Learn about native orchid habitats and how to grow (and re-bloom) orchids in your home
Attend monthly meetings (1st Tues evening each month at the Hall of Flowers in Golden Gate Park) to hear guest lecturers talk about various orchid species (there are over 25,000 orchid species worldwide), participate in ""hands-on"" skills sessions of how to best care for orchids, bring your plants to ""show and tell"" and get opportunities to buy orchids at discounted prices
Attend and participate in our bi-annual flower shows (Orchids in the Park & the Pacific Orchid Expo)"
Ringing Cedars Kin Domain meet up,0,This is a group for anyone who has read of heard about the Ringing Cedarsbooks inspired by Anastasia. We will talk about the books and about kin domains.With this group there is a very real possibility to move from talking aboutto acting on creating kin domains.
Art and Activism Santa Rosa,0,"Are you an artist? writer? performer? Have you ever felt frustrated? Felt that you have no voice and few people in your current community who share your values?This Meet-up is for all creatives, thinkers, performers, and makers who concerned with social equality, feminism, politics, and equal rights. Totally open to anyone who wishes to have informed, provocative, inspiring monthly discussions on whats to come, the challenges we face, and how to communicate our solutions artistically. Particularly interested in any makers who would like to collaborate on a public group exhibition/event in fall 2018."
Bay Area Biomimicry Meetup,0,"This is a group for anyone who is interested in biomimicry or bioinspired design and engineering. Those who participate in this group will be working together to build a community in the bay area that empowers people to create nature-inspired solutions to complex human challenges from the macro to the nanoscale. This community will be getting together to share ideas, create educational opportunities and take actions that move the biomimetic movement forward.
Please join us if you wish to connect with pioneers at the forefront of the biomimetic movement for creating a long-term, sustainable and healthy planet. Discover how we can create a future in which humans live as gracefully on this planet as our fellow beings in the natural world through the emulation of nature's time-tested patterns and strategies for thriving."
Women's March Sacramento,0,"We welcome women and their allies to build a strong community in the greater Sacramento region who stand for gender equity, social justice and equal rights for all.
This meet up will focus on further engagement with the community and activities in the lead-up to the march, including discussion, sign-making parties, flyer posting parties and fundraising activities.
In 2017 we marched and made our voices heard. This year we expand our work to engage youth, uplift women leaders, advocate for gender equity and stand together against voter suppression and for fair protection of all human rights.
Visit Women's March Sacramento Website for more event details"
Caravan Of Healers  ~ Powered By Love ~,0,"Are you.... Experiencing dis-ease? Chronically pained, tired and run-down? Fearfully anticipating a future of lack and need? Living a reactionary existence?
Do you desire.... Ease of health and mobility? Sustained energy and good vibes? Feelings of abundance, esteem and worth? To live vibrantly in the NOW?
Journey with Caravan of Healers to a better horizon. 
This is an all-inclusive group hosting ""Pop-Up Portals of Wellness"" in nature, workshops, webinars and consciousness raising events intended to remind you of your true nature and explore your inherent ability to correct or adjust for that which ales you. 
The caravan's healers and heart centered practitioners are passionate about guiding you to your fullest expression of life.  Believing in a spherical approach to wholeness and with respect to the many & diverse paths to well being, our healers include,  *movement, massage and energy therapists  *luminous body activators,  *chiropractors,  *psychic mediums, guides and channels,  *as well as practitioners of more specialized modalities like Trauma Release and Somatic Experiencing. 
Join The Caravan of Healers and reconnect with Self through awareness, conscious movement and nature emersion.
Explores paths of well-being, inspire journeys of well-doing. 
 "
Bay Area Friends of Our Children's Trust,0,"This Meetup is for Bay Area people who are involved, or want to be involved, in raising awareness and supporting the 21 youth who are suing the U.S. government for the right to a stable climate and a healthy atmosphere for all present and future generations, through their constitutional climate lawsuit, called Juliana v U.S. The meet up will introduce and connect those in the Bay Area who are working on the case and help to connect, support and strategize local efforts. The agendas will be determined by the group in coordination with Our Children's Trust."
Health Extension Salon-Bay Area,0,"
The Health Extension community is committed to collaborative action to extend healthy and happy human lifespans to 123 years and beyond. Our members are scientists, entrepreneurs, and social influencers dedicated to fixing the degenerative cellular processes that cause deadly human diseases."
Philosophy Throwdown,0,"Creating a space for minds to gather and work to throw-down prejudice and preconception. Too often we act out of habit, this group should encourage reflection and review of why we act and think the ways that we do, grow understanding, and encourage all humans to feel comfortable and competent discussing philosophic and ethical issues."
The NorCal Examined life Philosophy Club,0,"This group is for people who are passionate about intellectual debates, and discussions about topics that are slightly offbeat, but also socially relevant. It is for people who enjoy exploring issues with more depth, and breadth. Believers in the life of the mind and find enjoyments in all the absurdity of life. No Philosophy background is needed. Just perhaps a healthy( or for some unhealthy) obsessions with philosophical questions is sufficient. It is not necessary, but highly recommended if you also enjoy good food, and beer!
 "
Tri-Valley Vegan Families,0,"A place where our kids can meet and interact with other vegan kids :) My six year old is pretty bummed about being the only vegan kid on the planet. Would like to show her there are plenty others. I figure we can meet up at parks for potlucks or just play time. We can also discuss vegan problems, like planning lunches without nuts :) All ages welcome, I also have a vegan baby."
Santa Cruz County Ag-Tech Meetup,0,"Bringing together communities to empower the growth of agriculture, technology, and the intersection of the two."
Marin and Wine Country Slow Food Meetup,0,"Connect with Slow Food at events all over Marin and Wine Country for a good, clean, and fair food system, for all and everyone."
Palo Alto AgTech Community,0,Please join of you are interested in AgTech and to create better ways to efficiently feed over 10 bilion people with minimum destruction to our planet.
Palo Alto Food IoT Meetup,0,"Let's think about quality of food and how smart devices and IoT could change current situation with expensive delicious restaurant food and cheap harmful fast food.
Is it possible to get helthy delicious food available for everybody?
This is gonna be working group. Please expect brainstorms as well as promising startups pitches, industry expert lectures and technology presentations. We would try to keep everything as simple as possible while moving food industry forward."
San Franciso Game Development Meetup Group,0,"This is a group for anyone currently working or interested in Game Development. We primarily discuss current games and technology, market trends and issues facing the industry. Its a great causal place to network and pick up or share some interesting tips. Feel free to make suggestions! This group is for people in game development and for those who want to be. Join us if you're an artist, programmer, designer, marketing guru, any connection to game development at any level."
The Self Development Meetup Group,0,"This group can transform your life. This group is about success. We define success as:
1) A career that we find satisfying. Do something you love, love the thing you do, and manage life and finances so that they fit one another.
2) Physical health and fitness. A body which we would find desirable if we were the opposite sex. One which has the energy and aliveness to support us in our dreams.
3) A healthy, committed primary relationship. A stable, loving relationship with a partner we admire and lust after, who is also a friend and helpmate.
Topics: Personal development and self improvement, physical fitness and personal health, philosophy, art and culture, spirituality and higher states of awareness, intimacy and personal relationships, financial improvement and goal setting.
This group is about you. What do you most want out of life? What is most important to you? What aspect of your life do you most want to improve? You can transform your life, easier than you know. This is the only life you're given. Play it to win.
You are welcome to join and discuss and learn and grow with us, here."
San Francisco Vegan Events,0,"Meet fellow Vegans/Vegetarians in the San Francisco Bay Area!  Go to a fun event, attend a workshop, share your favorite recipes and make new friends and contacts. 
Please note that all meet-ups in this group must be 100% vegan (non-vegan events will be deleted)"
The San Francisco Yoga Meetup,0,"This Meetup Group is to bring awareness about the great secret in the breath and how yoga awakens the body with simple movement .
You have an inbuilt ability to calm the mind, heal the body, and energize the whole system in minutes. 
"
Walking in San Francisco for Health and History,0,"See legal disclaimer at bottom of text. EVERYONE MAY NOW JOIN THE GROUP EXCEPT THOSE FEW WHO WERE BANNED. Walking or hiking. Meet other local people who are interested in walking or hiking for fitness and learning about San Francisco's history, including its movie history. This walking group is unique. It is primarily a health group with a dash of history talk for flavor. It is for people in average physical shape who need restroom stops and not for athletes or people with serious medical conditions.
We keep our group together. We go on many different urban walks, in the best areas, that vary greatly in amounts of climbing and history facts. We walk at a leisurely pace and enjoy the scenery. Sometimes at a walk's end we have an optional dinner together at a fine restaurant, usually Indian, reasonably priced.
Our walks are usually 5 to 7 miles and might be called urban hiking. Our routes are well planned with good restroom stops properly spaced. We avoid stinky port-a-potties. Though we mainly walk in SF we also walk in Oakland, Piedmont, Sausalito, Berkeley & Alameda.
We always take roll and if more than 20 attendees we give all a name tag. Attendance is usually unlimited and has ranged from 1 to 112. Kids and cameras very welcome. Dogs and other pets are not welcome. Also, smoking is not allowed on the walks as this is a health group. Occasionally we visit science and nature places. 99 out of every 100 doctors say ""JOIN THIS GROUP!""
NEWS:  We have a walk scheduled for Saturday, March 17th. 
Our ""group photo"" was taken July 5th, 2015 at our walk ""The March to the Sea.""
Click on ""Photos"" near the top of the screen to see over 5,000 photos of our walks thanks to scores of our members. Click on ""Pages"" to see more on this group and there click links to a short ""History of San Francisco Made Simple,"" and also to the movies made on location in SF.
See how healthy your favorite SF restaurants are by clicking on the link below: 
 :8443/ords/eeopn... 
Here is a great web site about old movies filmed on location in SF: 
Some legal disclaimers: By joining us for any event you hereby RELEASE and DISCHARGE it's organizers, hosts and participants from any and all liability, claims, demands or causes of action that you now have, or may have in the future, for injuries, damages, death and/or economic loss of any kind or nature, arising in whole or in part out of the activities, advice or information contained herein. You further agree that if you or someone under your supervision uses the information on this website you assume all risks of injury, damage, and economic loss, without limitation, and release providers from all liability therefore. It is advisable to consult a doctor before you begin any strenuous physical activity. The organizer is not trained for emergency medical procedures and no doctors, nurses or ambulances are provided on the walks.   "
Mystic Shaman,0,"The Hopi Elders Speak, ""We Are the Ones We've Been Waiting for..."" ... become a co-creator in your life.... Visualizing and preparing to achieve certain goals puts you in the driver's seat of your life vehicle.
The techniques used for creative visualization open one's imagination to limitless possibilities. Meditation journeys take many forms, and each class is truly a unique and wonderful experience. Learn techniques for adjusting your perspective of your life path. When you change your view, you are empowered to change your destination. Whatever you focus upon, that is where you will land - ask any hang-glider what method they use to assure a smooth landing - don't look at the obstacles, but the possibilities.
Welcome and I look forward to seeing you!"
San Francisco Bay Area Rawfood Meet Up Group,0,"In honoring of what the rawfoods lifestyle has to offer, the purpose of this group is to come together with like-minded healthy people who are interested in sharing community, support, recipes, raw related lifestyle info, and a sense of exponentially growing and evolving together. Much more than just food related, this group offers an invitation to belonging with others who are also interested in creatively exploring how food and lifestyle adjustments affect consciousness, relationships, happiness - and all aspects of life. Vitality, aliveness, excitement, support, sharing, information, and inspiration are the theme of what this group represents, scrumptious living foods is the bonus! Join us!"
San Jose Area Tennis Community Meetup Group,0,"San Jose Tennis Meetup players have a range of tennis skills, from beginner to advanced intermediate players. All levels are welcome, and everyone has a great time playing and meeting new people.
PLEASE NOTE YOU MUST BE 18 YEARS OR OLDER TO JOIN THIS GROUP !
YOU SHOULD BRING YOUR OWN RACQUETS AND BALLS.
WE PLAY ON PUBLIC COURTS SO THERE CAN BE A WAIT SOMETIMES ESPECIALLY SUMMERS.
Did you know San Jose Tennis Meetup is FREE. You can attend the regularly scheduled sessions at local courts for free. You can also post and schedule private matches among yourselves for free.
PLEASE NOTE NEW MEMBERS: It is YOUR JOB ! to introduce yourself to the host and/or other members. It would be wise to include a picture in your profile though not required. Ask the host of the location you are attending if you have any questions as conditions and preferences vary from location to location. If a host is not available at the location work it out amongst yourselves. 
We are also planning to develop tennis clinics to help the beginner and advanced player improve their tennis skills. Yes this will be free too ! Plans are also being reviewed to have a San Jose Tennis meetup summer tournament as well as competitions with other meetup tennis teams and clubs.
San Jose Tennis Meetup is also actively seeking sponsors to offer the best tennis deals to our membership.
Our new and 1st sponsor DHL Tennis has agreed to offer all our members the following:
As an ongoing special DHL Tennis is offering a FREE can of balls with any string job over $20. You must mention you are a San Jose Tennis Meetup member to qualify.
You can contact them at 408-600-6588 or dhltennis@gmail.com  So if you have thought about tennis come on out and give it a try. If you just moved to San Jose and you already play tennis come and join us for competitive and fun matches.
Feel free to review our group on Yelp: "
The Reiki Circle Exchange,0,"Meet with people interested in Energy Healing,Reiki,Spirituality,Consciousness,holistic culture and community.
Come to various activities in SF +East Bay to heal,learn,connect,play,dance,move,sound,work service projects,help design a better world, and create a community with a holistic model.
Some activities that take place at gatherings are:  -meditation  -dyadic and small group sharing  -bonding activities and sharing  -learning about energy healing  -receiving energy healing/energy healing exchanges  -meditation  -teaching  -various activities undoing the toxic patterns of our culture that exist within us and our communities
agreements and sentiments:  -be true to your soul  -feel your feelings  -be in your body  -treat others with honor and respect  -harm none  -work on your issues  -notice judgments and attachments  -gratitude is the way toward happiness  -love is the direction of all healing  -act in right relationship with all things  -think good thoughts
Space is held with the belief that the group is greater than the some of it's parts. This means that each person is valued for the wisdom of their experience and that we all are teachers and students in life."
The Los Gatos - Saratoga Meditation Group,0,"Looking for more peace in your life? Seeking a healthy way to feel better and experience more happiness?
Meet other local people who practice meditation. Discuss techniques, philosophies and schools of thought. We explore and practice all forms of meditation and mindfulness without any ties to a specific religion or dogma.
We meet for one hour. The first fifteen minutes is a group discussion about meditation, followed by a 30 minute guided meditation with the rest of the time for wrap-up and discussion.
We welcome beginners who wish to learn about meditation to experienced and advanced meditators who can share their knowledge with the group.
""Group meditation is a castle that protects the new spiritual aspirants as well as the veteran meditators. Meditating together increases the degree of Self-Realization of each member of the group by the law of invisible vibratory exchange of group magnetism."" - Paramahansa Yogananda
Suggested donation for meetup is $5 but no one is ever turned away.
Also make sure and check out Greg's YouTube Channel: "
South Bay Raw,0,"Meet fellow Raw Foodists in the South Bay/Silicon Valley!
Come to a Raw Food Meetup to:

have fun
share raw food meals
discuss raw-vegan diet, health, wellness, spirituality, transforming your life, etc.

Other benefits include:   

Make new friends!
Get inspired & get motivated!
Get and give support to continue on the rawfood & health path!

Anyone who is interested in the raw/living food diet and lifestyle is welcome! :)
Check out our growing library:

photos of past events
recipe, under the MORE drop-down menu
resources, under the MORE drop-down menu
"
Livermore Fitness Bootcamp Workout - Since 2007,0,"
Drop Fat, Tone Up and Get Into The Best Shape of Your Entire Life!

Workout and get fit and get outside.  Workout!
It's so much fun!!!"
The San Francisco Reiki Meetup,0,"Meet with people interested in Energy Healing,Reiki,Spirituality,Consciousness,holistic culture and community. Come to various activities in SF +East Bay to heal,learn,connect,play,dance,move,sound,work service projects,help design a better world, and create a community with a holistic model. Some activities that take place at gatherings are: -meditation -dyadic and small group sharing -bonding activities and sharing -learning about energy healing -receiving energy healing/energy healing exchanges -meditation -teaching -various activities undoing the toxic patterns of our culture that exist within us and our communities agreements and sentiments: -be true to your soul -feel your feelings -be in your body -treat others with honor and respect -harm none -work on your issues -notice judgments and attachments -gratitude is the way toward happiness -love is the direction of all healing -act in right relationship with all things -think good thoughts Space is held with the belief that the group is greater than the some of it's parts. This means that each person is valued for the wisdom of their experience and that we all are teachers and students in life."
Sacramento Swimming Enthusiasts,0,"Meet others in your local area interested in swimming. In the pool and out in the real world open water style. We'll work out regularly to stay fit, discuss swimming techniques, health benefits and gather for motivation and friendship!
In addition for TRIATHLETES, BEGINNER OPEN WATER Swimmers and people that would like to develop a stronger faster Open Water swim, we will be meeting for Open water swims and working towards some local events.
Please be aware that all of our activities are SWIM AT YOUR OWN RISK. Each member is responsible for his or her own safety!
If you would like to add events to the calendar, please feel free to email the organizer! Look for the ""email me"" button below my picture on the left side bar of this page. We welcome feedback, and we strongly encourage members share ideas with us!!"
Tracy Fitness Bootcamp Workout - Since 2007,0,"Work out whether you are a beginner or advanced. Begin a new routine!
GET FIT!!!  HAVE FUN!! 
Workout and have fun and begin a new routine outside, simple as that!"
B.A.R.S. - Bay Area Random Sports league,0,Ever want to learn to Curl (but just once)? How about Wiffle Ball or Badminton? Bocce and Boules and Mud Football? Extreme Ironing anyone? We'll even go Bowling and love it! (you know you actually love it) All sports are fair game from the obscure like Donkey Ball to the old favorites like Kickball. This Meetup is for people who enjoy getting together to play random (and not so random) sports in and around the Bay Area. The group then heads to fun and/or interesting (not one and the same!) local bars to continue the fun.
"Go WOW Team Run, Walk, and Run/Walk Club SF Bay Area",0,"Voted BEST RUNNING CLUB in the Bay AREA
Go WOW Team!

To join us for a free workout just RSVP right here on Meetup (no payment required)
 Does this describe you? Want to maintain or improve general fitness? Maybe lose some weight? Maybe walk a marathon? You don't have to be fast but you need to have the stamina to be on your feet for 60 minutes. Worth a try? Welcome to Go WOW!
Goal Driven Runners: Join Coach Stephanie and learn race strategy and how to get FAST! Coach Stephanie has qualified for the Boston Marathon, competes regularly and often places first, second, or third in her age division. Are you truly into racing, and placing well in your age division or striving to qualify for a goal like The Boston Marathon?We'll teach you the tricks and take the time to get you trained right! 
All ages, all abilities welcome. Go WOW is a club that offers workouts every week of the year. Several workouts a week throughout the Bay Area including SF, Oakland, Berkeley, the Peninsula, Alameda, Walnut Creek and more. Come on out! Drop-ins are always welcome.
The WOW Team was founded by certified trainer, nutrition consultant and running coach Stephanie Atwood. We offer club memberships or drop-in workouts.

Our main website and master            
You are now on the Go WOW Meetup site. Please RSVP here. For long term membership go to our website at www.gowowteam.com. For drop-ins, before you become a regular member, pay directly on this meetup site. And remember, your first workout is always FREE!
Start your own WOW Group. I'll help coordinate. Contact me.

Join our mailing list and receive The Weekly Pep Talk, full of fitness news and WOW Team updates. Follow the link below
"
Central Valley Enlightenment & Spirituality,0,"This meetup group will have classes, speakers and events along with a more traditional meetup every now and then. Classes/Topics include:  Reiki, Chakra and Auras, Tarot Reading, Meditation, Channeling, Mediumship, Paranormal Investigation Information, Reincarnation, Past Life Regression, Crystalotherapy, Crystal Reiki Witchcraft and a whole lot more.   I hope you enjoy the changes and what we're offering. It's a free-will group.  Stay if you will, go if you must.   Blessed Be  Rebecca and Gaylene"
EAST BAY RAW: Raw & Vegan Food & Health,0,"Meet fellow Raw and Vegan Food enthusiasts near you!
Come to one of our local EAST BAY RAW: Raw & Vegan Food and Health Meetup Group gatherings to meet like minded community, share healthy raw vegan meals, discuss the raw & vegan diet and health issues and have fun.
Anyone interested in the raw & vegan diet and lifestyle is welcome!"
Jeet Kune Do/Kali Fierce Egalitarians,0,"""What would happen if a year-old baby fell from a fourth-floor window onto the head of a burly truck driver, standing on the sidewalk?
It's practically certain that the truckman would be knocked unconscious. He might die of brain concussion or a broken neck.
Even an innocent little baby can become a dangerous missile WHEN ITS BODY-WEIGHT IS SET INTO FAST MOTION.
You may feel as helpless as a year-old infant-as far as fighting is concerned; but please remember: (1) YOU WEIGH MORE THAN A BABY, and (2) YOU NEED NOT FALL FROM A WINDOW TO PUT YOUR BODY-WEIGHT INTO MOTION.
You have weight, and you have the means of launching that weight into fast motion."" - Jack Dempsey
This group is about reality based-fighting. We share physical knowledge and train in the Jeet Kune Do philosophy and methodology as developed by Frank Discussion and Sonny Umpad, myself, and others.
  We explore training techniques drawn from:  Mo Meng Do | Visayan Style Corto Kadena Larga Mano Eskrima | Combatives | Fencing  | Jun Fan Gung Fu | Jeet Kune Do | Chinese Kickboxing | Savate | Muay Thai Kickboxing |Boxing | Wing Chun | Aikido | Judo |Stick Fighting | Dumog | Sikaran | Panatukan | Pangamut | Cha-Cha | Three & Four step Hustle | Argentine Tango.
Combat Ranges:
Weaponry (non-ballistic) | Kicking | Boxing | Trapping | Grappling (Stand-Up)  | Hand to Hand Combat |  Ground Fighting | Submission Skills | Escape Skills |
Side Note - Due to Meetup's pricing policy, I keep the group membership to below 50. I eliminate based on the last time you came on site. You are welcome to rejoin at any time."
Milpitas Yoga Meditation Mind-Body Wellness Group,0,"-- No Breath No Life, Know Breath Know Life --
Welcome! We are a group of people who learn and practice the Yoga of Breath as a means to total wellness of a healthy body and a stress-free mind. Beginners, intermediate practitioners, seasoned yogis ... all are part of this group.
The first act we do in our life is to breathe in. And the last act of our life is to breathe out. Between this first breath in and the last breath out are all the breaths that we call life. The breath is our best friend -- it's always with us. And yet, we hardly know much about it. What's more ... it holds some timeless secrets to our health, peace of mind, and well-being.
""There is a great secret in the breath. You have an in-built ability to calm the mind, heal the body, and energize the whole system in minutes. The secret is in the breath.""
With just a little practice it's easy to use your breath to instantly

infuse your body with energy
detoxify through the breath
make your mind calm
control negative emotions
increase focus and concentration
create a sense of well-being

The yoga and meditation practiced in this group is based on the world-renowned techniques taught by the Art of Living Foundation, the world's largest NGO whose programs have helped over 20 million people across 150 countries"
Sacramento Medical Cannabis,0,"Cannabis is a big part of our lives.


Whether it's knowing that there's safe relief for many of the ailments we face throughout our lives, or the occasional way to unwind responsibly, the ways marijuana affects us are profound.


Now that cannabis is legal in California, how will you change the way this plant is integrated with your life?


We'll be talking about this and a whole lot more at our public discussion groups. And with our host's fifteen years of experience around everything from shopping at dispensaries to teaching small collectives how to craft their own remedies, there's going to be quite a bit to say.
We're here to unite groups of patients who share common goals."
"Reiki Tummo Healing, Heart Meditation & Natural Walking",0,"""All truth is in your heart, not in the physical heart, but in the core within yourself where your true self resides. To access that truth you must open your heart and Reiki TUMMO can help you do just that. When you learn Reiki TUMMO you are introduced to energy channeling for healing, but also as a tool to lead you into your heart so you can learn directly from your heart, rather than from others.""  Irmansyah Effendi M.Sc (founder)
This group is open to everyone and we are dedicated to sharing and providing a space to learn more about Reiki Tummo, Kundalini, and opening our spiritual heart to the Source of Love and Light.
The spiritual Heart, the key to deep calmness, inner peace, happiness and spiritual growth, is the foundation of Open Heart Meditation, Reiki Tummo and Natural Walking. Reiki Tummo offers an energy system that incorporates learning about our spiritual hearts and energy bodies while healing physical, mental, emotional and other non-physical parts of our being.
Through a series of gentle steps and courses, Reiki Tummo prepares the foundations to support your continuing spiritual growth and development. So come along and be prepared to smile, relax, and experience the sweet feelings of Love radiating from within your Heart :-)
You can learn more about Reiki-Tummo and opening your heart at:  "
Energy Wellness Community,0,"If you have been wanting to make a shift, to live your life to the fullest, come join us in the journey of self healing and self empowering.  Learn simple exercises and techniques to optimize your body's own energy to promote high-level wellness, peak performance, and joyful living.  As we change our vibration, we change the Earth's vibration.
We are a group of wellness professionals, and energy workers inspired to build an energy wellness community, by connecting the like-minded people, creating synergy, and sharing the tools to help others help themselves.  We offer monthly study group meetings of Donna Eden's energy medicine techniques, various wellness workshops that address the physical, mental, emotional or spiritual aspects of our well-being, and meetups to connect energy workers, wellness professionals, and anyone open to explore."
Ayurveda Community of the San Francisco Bay Area,0,"This group is designed to build and unify the community of Ayurvedic practitioners, interns, students & enthusiasts in the San Francisco Bay Area. All those with an interest in Ayurveda living in the SF Bay Area are welcome to join.
We have community meetups approximately 4-6 times per year and sometimes gather after the meetup to enjoy fresh-cooked, vegetarian ayurvedic food together.
Vedika Global, the group sponsor, offers rich teachings in the allied sciences of Ayurveda, Yoga and Vedanta taught in an authentic tradition stemming back to Ayodhya, India by Vedika Acharya (Master Teacher) Shunya Mathur's grandfather and great-grandfather. Vedika also offers a by-donation ayurvedic clinic with one-on-one appointments.
For additional events, please visit Vedika's website (Twitter:  YouTube: Thank you."
Northern California Young Living Essential Oils Meetup Group,0,"Hello! Welcome to the Northern California Young Living Essential Oils Meetup Group. You are also more than welcome to visit our Southern California Young Living Essential Oils Meetup Group for Southern California support. Here you will meet other people interested in alternative health and naturopathic healing via therapeutic grade essential oils. This is also a wonderful website for additional educational support. Please feel free to check out the ""More"" drop down menu, then click on ""Files."" An excellent resource is the file entitled ""Supporting Websites.""
Such oils are the industry leaders in essential oils. In fact, they are the industry standard oils with massage therapists and in many alternative healing practices. They are the only oils allowed to be used in Raindrop Technique, an emerging therapy. See below for more information. They are also used in hospitals throughout the U.S. They are even used intravenously in the Nova Vita clinic in Ecuador. They are very different than food-grade and perfume-grade essential oils (EOs) sold in many health food stores. Most health food store essential oils and other ""knock off"" companies are either synthetic, a few molecules are changed, cut with alcohol and other ingredients or are distilled quickly at high temperatures for fast, mass production, hence making the oils more affordably appealing, yet with no healing properties. Young Living Essential Oils are true therapeutic-grade EOs. In fact, Gary Young coined the term therapeutic-grade for essential oils. They are the purest grade EOs on the market. They are the essence, the blood, the life force, the immune system of the tree, plant, shrub, bush, flower, fruit, seed, etc.
Per Royal Raymond Rife's research back in the 1920's, just as our bodies have an electrical frequency, so do therapeutic-grade EOs. Processed/canned foods have a frequency of 0 MHz. Fresh produce has a frequency of 0-15MHz. Dried herbs have a frequency of 12-22 MHz. Fresh herbs have a frequency of 20-27 MHz. Did you know that therapeutic grade essential oils have the highest level of frequencies of all other substances in the world: 52-320 MHz! Just as you can take most herbs internally (e.g. via capsule, as a supplement, etc.), so can you with therapeutic-grade EOs! Another way to look at it in the herbal sense is they are the most concentrated form of the herb. In fact, they are 100-10,000 times stronger than the herbs they came from!
Such EOs are being used in hospitals, alternative medicine offices such as naturopathic doctors (N.D.s), doctor of osteopathy (D.O.s) and chiropractors as well as health & wellness centers, spas, massage therapy, psycho-therapists, hypnotists and raindrop therapist's offices. Yoga and meditation can also be incredibly enhanced through the use of these healing oils.
Many households are learning how to replace many of their ""over-the-counters"" as well as prescription medications with therapeutic grade EOs. Children are learning to come to mommy or daddy for their lavender or peppermint oil when they need to be wound down or have a tummy ache! In fact, many pet lovers as well as veterinarian offices are working with the oils as well, with incredible success! Note: you only want to use true therapeutic-grade essential oils on your pets for safety pursposes.
Did you know that such oils are the only oils allowed to be used in Raindrop Technique, a revolutionary way to bring balance and harmony to the body...physically, mentally, and emotionally. It is an emerging therapy in many massage therapist's offices, spas, alternative medicine clinics, etc. Raindrop Technique was created more than a decade ago. The molecules of therapeutic-grade EOs are so small they are the only substance on the planet which may actually cross the blood-brain barrier. You do not have to be a certified Raindrop Therapist to learn the technique or to give it to family and friends. You can also learn Raindrop to help boost your family and friend's immunity, such as during our cold winter months, by giving them Raindrop Technique.
An additional note, oils for healing, cleansing and masach (hebrew word for anoint, which means to smear, spread or massage) are mentioned more than 250 times in the bible. There is an answer for everything through nature. Essential oils have been used for healing/medicinal purposes since the beginning of time.
Thank you for spending the time to get to know a little bit about Therapeutic-Grade Essential Oils and their incredible benefits!
We are looking forward to ""Meetup"" with all of you!
Wellness, Purpose, Abundance & Vitality,  Laura Karowsky, Tina Jones and our entire Young Living Company of Angels family!
* None of the statements on this site have been evaluated by the FDA. The information provided is not intended to diagnose, treat, cure or prevent any disease."
The East Bay Healing Collective,0,"Member of the East Bay Healing Collective offer weekly groups, various healing arts workshops/groups, and a variety of individual healing sessions in modalities such as Counseling, Coaching, Acupressure, Trauma Healing, Restorative Yoga, Breathwork, Creative Writing, and more.  Our intention is to support the well-being, health and wholeness of individuals and communities in an affordable way. Come visit a class or group and check us out! We're right near Ashby BART.
BECOME A MEMBER

WEEKLY MEDITATION GROUPS:

Mondays: 6:30-8:15pm
Saturdays: 6:00-7:30pm

LOCATION:    We are located at .
We look forward to seeing you at the Collective and supporting your well-being.
Mike McGarry & Michael Bedar "
"Team Fighting Diabetes - Walk, Run, Hike, Bike",0,Join Team Fighting Diabetes to walk/run/hike/bike and raise fund to support the American Diabetes Association and other non-profit organizations.
