name,class,description
Monday Night Mission: East Oakland,1,"We are a group of friends trying to share love and care with the less fortunate. At the moment we are focused on food giveaways for the homeless or anyone hungry which we do once a week on Mondays. We get together around 6 PM, make sandwiches for about an hour. We then take the foods to an impoverished area near International St and 82 (near Walgreens; few blocks south of Hegenberger Rd). We travel up and down the street, giving away sandwiches, bananas, brownies, water, and anything else we may have. We strive to be friendly, respectful, unassuming, helpful and caring with everyone we meet. We strive to be organized and careful as we travel this area. We are usually done in with the giveaways in about an hour. Optional but encouraged is then to regroup to share our experiences and suggestions with each other.
There is no bureaucracy, no fund, no membership and no requirements to show up. We welcome people of all faiths and beliefs. Any food you may choose to bring goes directly to people in the streets. Foods that are easily packaged and distributed are best but please don't bring foods associated with strong negative effects on health (sodas, high fructose corn syrup, etc.) or anything you wouldn't eat yourself. Donations of bread, peanut butter, jelly/jam, cheeses, meats, sandwich bags, food handling gloves, bananas, apples, water, brownies, cookies always work.
Please feel free to print and share our flier:
"
Finding Love & Resilency -Thriving in the Face of Conflict,1,How to thrive in this political climate. You may be wondering how to overcome negative thoughts swirling around regarding the political arena. This group focuses on empowering each person to celebrate and find your unique voice and creative stance during this next six months. Once a month. $18-20 dollar donation.
Pendant Politics Action Group,1,"Pendant Action Group launched in February 2017 in order to keep the creative, passionate energy following the Women's March going. We welcome new participants any time! We meet monthly to discuss organizing ideas and opportunities. Our participants are organized into subject-matter committees. Existing committees include immigration, health, environment, and education. Come join a committee, or start your own!"
Healing The Soul's Voice,1,"Healing The Soul's Voice is about bringing together our fully-expressed human embodied voice with our fully-expressed divine voice in service of the healing of ourselves and our world. We'll combine ritual & sacred ceremony, sound healing with our voices, drums & crystal bowls, energy healing, simple body movement, song, channeled readings and subtle activism (group energy work to benefit the greater whole). This group is for spiritual people who want to expand beyond their personal work and contribute in community to the greater shift of human consciousness that will create a world we can continue to live on, and thrive in."
La Nueva Causa | The New Cause (SF),1,"UNITY | COMMUNITY | EMPOWERMENT
La Nueva Causa will be bringing together the Latino/minority community to discuss our shared experiences, struggles and contributions. We believe that by coming together, powerful change and transformation will occur. Collectively our group will work on building the courage to stand up for ourselves, learn self value, and take our seat at the table in a nation we have worked hard to help create. This means better futures for our children, better opportunities in the work place, and fighting for the dignity and respect we deserve. No matter what background, economic status, sexual orientation, or education you may have, you are welcome in joining La Nueva Causa-The New Cause!
Join the movement!"
Trees for Oakland,1,"We plant trees in Oakland where people ask us to -- along streets, at parks, at schools, and more -- especially in the parts of town that need trees the most. Join us if you want to use your muscles and your mind to help make Oakland a (literally) greener place. For more info, go to TreesForOakland.org . "
LGBTQ+ Vacavillians,1,"Are you a part of the LGBTQ+ community? Do you live in Vacaville? I want to find more of my people here and go on hikes, do yoga, bike rides, board games or just hang out and find some community out here!"
Millennial Republican Women - Marin 30 - 40's,1,"Xennials and Gen Xers too. This is a group for like-minded Marin citizens (women and men, professionals, home school parents, moms) who want to come out of the woodwork, meet each other socially, and move the civic discussion in our direction. Marin?! Yes Martha, there are Republicans and like-minded conservatives who live here in this deep blue county. We just need to find each other. This is a group where we can make that happen. -Affiliation with Marin Republican Women Federated"
Brown* Girl Magic (WoC in Sacramento),1,"Brown* Girl Magic (Women of Color in Sacramento) A group for twenty/thirty-something year old WoC to connect, make friendships, and create community.
We can bond over shared experiences like being first generation Americans, rant about micro-aggressions, talk about how our intersectional identities influence our daily lives... While ALSO doing things like happy hours, going to concerts, cultural events, movies, social justice rallies/ protests, outdoor stuff, having a a book club, and going out! (Always open to event suggestions!)
For a lack of a better words, this is the ""woke"" group of girlfriends you've been looking for.
Notes:
Brown* does not explicitly refer to skin tone, all self identified WoC are welcome.
Members MUST have picture of themselves as profile pic. This is so we know who is who/ for safety purposes.
Also, starting in October, MINIMAL member fees may be added in order to pay the monthly subscription of $15."
Funding Activism - Meetup with the ACT Foundation,1,"The ACT Foundation is a Swiss non profit blockchain startup. It raised Ether in a pre-ICO in July and is a decentralized platform for funding activism. It hopes to scale to the levels needed to bring is to World 2.0, and its technology will definitely herald a new era of NGO 2.0! If you are interested in how blockchain and cryptocurrencies can be leveraged for social good, and/or interests in driving change through activism then this is for you.
 "
Coherent Field Project,1,"Come to Practice inhabiting your multidimensional consciousness to develop skills as a spiritual activist in the subtle realms thru prayer and meditation. This is a meditation group that through the practice of creating a container, meditation, non duality, compassion, bilocation prayer and spiritual alchemy we work in the subtle realms on social, political, environmental, cultural, economic events that are in taking place now. Those with meditation practices and those who want to learn are welcome."
"United Nations Association of the USA, San Francisco Chapter",1,"The United Nations Association of the United States of America is dedicated to educating, inspiring, and mobilizing people to support the principles and vital work of the United Nations. To that end, we hold regular events relating to current international affairs as well as the United Nations.
We welcome everyone to join us at our events where you will hear exciting speakers and meet interesting people from all over the world!"
Guiding Deserving but  Uninformed  Local Americans in career,1,"We are going to help local Americans who want to do better in their life Who deserve to make better living , to do better jobs , make better money, who are struggling to make a good life in the most resourceful country called America.
Odd surprise is that they are struggling badly because of absence of system in place to help local people from here to make better choices in education and career.
United states have been the birth place ( incubator ) of latest technological innovations; information technology; and many inventions. To continue its leading position, however it is dependent on human talent from outside countries. The paradox is that this heavy dependence exists at the same time when there are many many local Americans ( youngsters & mature individuals) who are deserving but are not fully informed / Aware who are bright but are directionless in making right choices for education and career. What we will do : We will guide them to take better decisions in education and professional life. More importantly, we are also goingt to network with large corporates and research organistions to create some special opportunities for our members and overall local americans. I have written articles and discussed with many colleagues, students & parents. I have received unanimous support; strong endorsements and encouragement from people of senior director level to Analysts, employees of Facebook, google working class people to rich families, church going parents to bar going adults; religious aristocrats to people who believe in marijuana.
We will discuss the 8 reasons fro spreading the awareness : historical , cultural , economical, personal , psychological, financial, Capitalisitc, commercial. We will propose solutions and the methods to implement with right people. We will get the results."
Mid-30s to 50s Peninsula Friends Group,1,"Looking for professional, active women and men, mid-30s to 50s, to expand our Peninsula Friends Group. If you're interested in making new friends doing fun activities such as hiking, movies, bike rides, wine bars/wineries, dining out, potlucks, performances and/or other events, this group is for you! We have two events a month, within easy distance of mid-peninsula.. So come on out!"
"Bay Area Happy Hour Socials, Parties and Events",1,"SV Friends is a social and activity group dedicated to having fun together in the spirit of goodwill, kindness, and togetherness.
Let's get together and have a beach party, ski trip, movie night, afternoon hike in the woods, holiday party, social mixer, some laughs at a comedy club, bowling night, mini-golf session, brunch, fun run, evening at the theater, wine tasting party, afternoon at the zoo, indoor sky diving adventure, trivia night, dinner party, bay cruise, blues night, outdoor ice skating party, or just dance the night away to live music at your favorite local club."
Santa Cruz Transplants & Friends,1,"The Santa Cruz Transplants & Friends was started with the idea that many people move to this beautiful area & would like to make new friends. There is so much to do around Santa Cruz, meeting for coffee, lunch, happy hour or meeting for hikes, water fronts, music events, sports, amazing restaurants, a wide variety of movie theaters, theaters, and much more, but if you don't have anyone to go with you might be missing out on the fun!
You don't have to be a recent transplant to Santa Cruz - just someone who wants to join to make friends & to come to events to meet wonderful friends. All are welcome. There is no age range or requirement. If you live in the Santa Cruz area or the South Bay or anywhere in the Bay Area & would like to join us please come! 
Please note: when you RSVP to an event, the host of that event is expecting you. A lot goes into organizing meetups. Please let us know if you can't make it by updating your rsvp's in a timely manner. Life happens, we all know that, so please have the courtesy to change your RSVP to ""not attending."" Our hope is that everyone has a good time - you need to show up to join in and be counted!
Note: All of our activities are ""at risk"" activities. By joining us you agree to hold the organizers, assistant organizers, and other members harmless. You are responsible for your own health and safety."
Young Professionals of Roseville & Rocklin,1,"Are you a young professional that lives or works near Roseville or Rocklin? Are you interested in meeting other professionals in the area for social and career networking over drinks or fun activities? If so, then you should join our group.
 
We have monthly happy hours as well as other social events and gatherings in and around the Roseville/Rocklin area."
Explore SF with 20 and 30 Somthings-#SquadGoals,1,"tl;dr: This group is going to be tighter than the cast of FRIENDS. If #Squadgoals were ever to describe a group, this would be it. Whether you've just moved in town or are looking for some adventures to spice up your weekends, we've got you covered. Before becoming a ""Meetup"", we've had a blast going out to festivals, scavenger hunts, movies, game nights, weekend trips, hiking expeditions, plays, restaurants and a whole lot more. Our one rule in this group is that we're all friends-not acquaintances. Getting to know each other and having each others backs is what sets us apart. So if you're looking to let your hair down and straight kick it with with some really fun, outgoing, and warm people, this is a no-brainer!"
Campbell and San Jose Friends with Chronic Illness Meetup,1,"Chronic pain and illness can be isolating, and sometimes people who don't deal with these issues have a hard time understanding what we go through each day. It would be wonderful to meet others who share this challenge, and have mellow and positive social interactions with people who get it. I'm hoping for a fun yet supportive group where we can share a laugh, grab a bite to eat, watch a movie, go for a short walk (or roll), etc., depending upon the interests and abilities of group members. I've only recently moved back to the area and would personally love to meet some people in my age range (30's to 40's), but everyone is welcome, regardless of age or physical ability. I hope to see you soon! "
Psychedelic Santa Cruz,1,"Join us in Santa Cruz for educational events and conversations about psychedelics including LSD, MDMA, psilocybin mushrooms, DMT, mescaline, ayahuasca, ibogaine, and cannabis (marijuana)."
South Bay Networking and Activities for Awesome People!,1,"Hello fellow awesome people!
My name is Austin, and I created this group to get awesome people in touch with each other to make friends, have fun, learn, grow, and expand who we know!
I will post networking events, educational workshops, activities (bowling, tennis, hiking, happy hours, bar crawls, etc) and more!
My goal is to bring people together to make life awesome, have more fun, know more people, help with success in your career/business, in whichever way I can! 
I'd love to grow this group into the thousands and have meetups happening several times a week, feel free to chime in and suggest things to do! "
Sichuanese in South Bay,1,Welcome! This meetup is for people in the South Bay area who are either of Sichuanese origin or appreciate Sichuanese culture to socialize and network.
Human Nurture,1,"HumanNurture.us is a community people dedicated to healing, self empowerment and self love through connection with nature and each other and wellness of mind, body and spirit. Our activities range from yoga and mediation to seminars and workshops to full weekend retreats and service projects. We look forward to having you join our growing family!"
Professionals Eagerly Avoiding Real Life - PEARL,1,"We are on the prowl for fun! We like laughing, jokes, adventures, intelligence, drinking, and interesting people. Trivia, movies, bars, sushi, happy hour, 5ks, community service, lake days, picnics, hikes... basically, if we think of something fun to do, we do it! We are lesbian run but will have events for everyone. If you're looking for new friends or good times, this is the group you want to join!"
"Surfrider Foundation, Monterey Chapter",1,"We're engaged to protect what we love: oceans, waves and beaches. We are a grassroots non-profit environmental organization made up of beach-goers, surfers, divers, water-lovers, kayakers, moms, dads, kids, teens and anyone else who cares about the health of the oceans. We are you. We do beach cleanups, educational presentations, event boothing, and we get together to discuss issues that matter to our community and best of all- throw fun parties. Join us for any or all of the above. All welcome!
Please visit our Website
"
Nerds For Nature,1,"Bringing together technologists and environmental professionals, students and citizen scientists to collaboratively build awesome tools that help us help understand, protect, and revive the natural world.
"
Bike Fremont,1,"We are Fremont , Union City and Newark residents , passionate about improving bikeways in our area, so that people will choose to bicycle to work, schools, and shopping. in our East bay location , we have some of the best climate and some of the widest roads, which makes it possible to transform our area into the next cycling City.
We're also on Facebook: "
Sloughkeepers,1,"Sloughkeepers is a California Public Benefit Nonprofit corporation dedicated to the removal of trash and pollutants from the sloughs and associated wetlands of the San Francisco Bay and Monterey Bay areas and to aid in the restoration and protection of animals and plants in these environments. We sponsor on-the-water cleanups, kayaking day-trips, and educational events."
Nerds for Nature: Silicon Valley,1,"We're the Silicon Valley chapter of Nerds for Nature, which brings together technologists, environmental professionals, citizen scientists, and students to collaboratively build awesome tools to understand, protect, and revive the natural world."
Shoreline Advocates,1,"We want to help San Francisco Bay Area activists and professionals working on water, watersheds, adaptation, and restoration get together to discuss common concerns and action! See  or email us at shorelineadvocates@gmail.com. This is an informal group; steering committee includes Citizens for East Shore Parks, Friends of Five Creeks, Marin Audubon, and others. We welcome your ideas!"
Water Conservation Solutions,1,"The drought is not over and as a result of California's limited water resources and increasing demands I would like to come together and share options that can help to solve the problem. There are many simple solutions that will allow a home to passively conserve water and maintain a lush landscape at the same time. We will learn about ways to reduce pollution in local waterways, our SF Bay and the ocean. We will learn how to get water into the ground and what effects it will have on our local communities. There is much more to learn and discuss and learn from each other.

With some collective effort we can make a difference and live in natural balance with our natural systems; we are out of balance and first step towards regaining balance is knowledge.  "
Sustainability Enthusiasts Action Group in San Francisco,1,"Who the group is for  This is a place for people passionate about sustainability, environmental stewardship, and a new energy awareness and economy.
Our principles  We understand that human prosperity ultimately depends on our relationship with the natural systems and processes that sustain all human activity. We explore ideas that can foster a better world for our families, for future generations, and all life on earth.
We meet monthly to support each other in these goals by sharing ideas, discussing issues, and learning from the unique perspective of each member.
Through mutual encouragement, brainstorming, and role playing activities, we expand our own awareness of sustainability. We examine action steps we each can incorporate into our daily lives to realize consistent, incremental change that move us closer to these principles.
Our mission
Our mission is to learn, share, take action, and help spread the message of sustainability as practical, doable, and ethical. We lead by example, but understand the we are imperfect. Our aim is to improve ourselves and encourage others. We take personal responsibility for this mission.
As our own personal awareness evolves, we take our message of sustainability into the world, becoming more effective change agents for the kind of world we want. 
"
Bay Area Vegan Conservatives & Libertarians,1,"This is a group for freethinking vegans, vegetarians, conservatives, and libertarians to share our values of individual expression, compassion for all living beings, and self-empowerment through self-responsibility. We can get together for outdoor activities, drinks, and vegan meals. In addition, we may also participate in events related to political activism or animal activism."
Climate Change Solutions & Mitigation Group,1,"Tired of reading about the effects of climate change and not enough about the solutions that can keep our planet habitable? There ARE solutions out there, and we're the group that wants to open them to the public for awareness and discussion. We'll meet for drinks monthly to talk about current solutions, pathways to implementation, and how we can make a positive impact through climate change mitigation in a reasonable time frame!"
Person of the Planet,1," ""Is this good for the Planet?"" A Person of the Planet speaks up for the well-being of the Planet and always asks this question to any issue, any decision and any action.  We are seeking justice for all creation, person by person. We will invite speakers, show informative videos, suggest books and articles to help all of us learn more about caring for our Earth."
San Francisco NE Mission Industrial Zone Trash Clean-ups,1,Working with neighbors to demonstrate our commitment to having a clean neighborhood for everyone to live in. We are immediately targeting a from In Chan Kaajal Park to Franklin Square and in between 16th and 18th st. As we start this effort we would be happy to see it expand with more participation.
Help clean up the streets of the Mission District!,1,"'The Clean Mission' was started by Mission residents to bring the local community together and make the streets of the neighborhood trash-free. We will be meeting at Dolores Park on Saturday at 1pm and canvassing parts of the neighborhood to pick up litter. All ages are welcome and attending is also a great way to have great conversation and meet like-minded people. Gloves, garbage pickers, and gloves will be supplied and the disposal of trash will be taken care of! --- In a time when citizens feel the desire to step forward and make positive change, this initiative provides an easy way to get involved and make an immediate impact on your local surroundings. Be sure to sign up for our email list at thecleanmission.com"
Pinole cleaning up litter Meetup,1,meet at Pete's in PV. Pick up trash. Go have our koffe klatch.
"Food, Faith and Fellowship the good ""F"" Words",1,"We meet on Friday and do something fun together as a group and eat food together enjoying each other' company!! Examples of events are: Bowling, Game Night, movie night, Improv, Pool and Karaoke. Join us and have a blast and develop friendships. See you there!!"
Santa Cruz Fun Times Meetup,1,"This group is for all people who enjoy hanging out and making genuine connections. The activities will range from hiking, game nights, camping, volunteering, poker/chili contest night, hanging out in the Santa Cruz community, live music, etc. The goal is for all members to be involved and to also suggest/host activities you are interested in as well. I started this group because I recently moved to Santa Cruz and enjoy meeting new people and having fun."
Oakland By Night,1,"Welcome to Oakland by Night! This is a group for anyone interested in exploring what Oakland has to offer in the evenings - drinks, dining, comedy, and anything else our members may be interested in.
Whether you're new to the area or a long-time resident, you are more than welcome to join. We're open to all ages and any ideas for where to go and what to do.
If you want to explore more of what Oakland has to offer, this is the group for you. Who knows, we may even get crazy and do something in the daytime one day."
Meeting and Making New Friends! - Women's social,1,"Hi, this meetup is for women who are interested in meeting and making new friends in San Ramon, Dublin, Pleasanton, Danville and near by areas. We meet once or twice a month at restaurants, for coffee, hiking/walking, movies, paint nights or any other activities that the group wants to try. People who are open to trying out different things and want to make new friends are welcome to join!
The organizer(s) reserves the right to say NO to any members at anytime.
The organizer(s) and the members of this group are not responsible for any injury incurred during or after the event when you participate in any of the meet up activities.
To join our facebook group or whatsapp group, send me a message.
Membership Fee:
$10 annually for new members
Why Membership fees?
1. To keep the group small and active.
2. Pay meetup and other costs associated with running the group.
3. Help have reserves.
4. To pay towards the costs that are already incurred towards running this group
 

"
Napa Regulars Meetup,1,"Let's get a group together for coffee/beer/wine/bourbon/etc every once in a while and chat. Meetups may be at places like the Oxbow, Hop Creek Pub, Starbucks, etc. We can respectfully talk about anything - politics, religion, literature, technology, economics, parenting, pets, comedy, community, movies, psychology, continuing adult education, etc. Let's diverge from the outrage and tribalism so prevalent in today's social media and media outlets. Good discussions encouraged. Assistance with forming this Meetup would be great."
East Bay Moms Playgroup,1,"We are a community of moms desiring to build friendships with other moms in the East Bay and provide regular playtimes with our little kiddos.

We meet regularly and would love for you to join us! Our schedule is more active during the academic school year, taking a break for the holidays and summer vacation. Take a look at our calendar for upcoming Meetups around the East Bay. If you want to host a Meetup - just post it to our page to invite others to come!
Beginning in 2012, we made some changes to our Playgroup schedule. Every Tuesday except the first one of the month, we host a Mommy and Me Playtime at Creekside Community Church - from 10:30 AM to 12:30 PM. Come anytime! It's located at 951 MacArthur Blvd in San Leandro. It is a free, safe, and fun indoor play space for infants through pre-K kids with age-appropriate toys and activities.  
We also have other Meetups throughout the month - play dates, stroller walks, free museum visits, coffee shops, and moms night out. These Meetups are hosted by a variety of moms all over the East Bay. Let us know if you have any ideas for future Meetups or would like to help host.

If you become an ""East Bay Mama,"" please stay active and come to at least 1 Meetup every 6-8 weeks. We understand sometimes it's hard to stay connected with little ones or things come up. If you're not able to stay active or get involved, this might not be the best Meetup group for you.

We look forward to meeting you. See you sometime soon at a Meetup!
- The East Bay Mamas Leadership Team
 "
East Bay Family Ping-Pong,1,"The East Bay Family Ping-Pong Group is here to help Bay Area families enjoy the most popular and fun racket sport on the planet!

We have access to a beautiful gym with 14 Butterfly Centrefold tables!"
Arden Moms,1,
Kids and Parent's Ultimate Frisbee Pickup SF Bay Peninsula,1,An Ultimate Frisbee Pickup game to provide an opportunity for kids 8 - 14 a place to have fun in a low pressure game that can include parents and other mentoring adults.
Sunnyvale Active Fun Seekers,1,"This is a group from the Sunnyvale and resounding areas who get together to do fun and active things. Obstacle running, working out, kayaking, dodgeball, maybe checkout a night-time venue. Come join us to see what Sunnyvale and the rest of the Bay Area has to offer!"
30s & 40s East Bay Fun Activities,1,"This group is for anyone, single or coupled, in their 30s and 40s who enjoy a wide variety of social activities and want to get out and meet new people! Hiking, dinners, movie nights, bowling, dog walks, potluck picnics, sports, wine tasting, sight-seeing, workouts, day trips, etc...we'll do it all!"
Gen X Investors and Entrepreneurs,1,"As Entrepreneurs, we all know that the better your network is, the bigger your Net-worth grows. This meetup is primarily focused on expanding your network of like minded people and learning new financial literacy skills, cash recovery tactics and investment opportunities. BUT this meetup actually may reach beyond just that...because why are we Entrepreneurs in the first place...Because we want more freedom to do the things we like to do....we may do other fun things like Studio Movie Grill, Ski outings, Hiking, rafting....because life isn't just about work!!"
Foothill Feldi,1,"This group is for anyone interested in moving better using the Feldenkrais Method (Feldi for short) whether you are an athlete or dancer or performance artist, or are recovering from injury, or are simply feeling the effects of a lifetime of (mis)use. The Feldenkrais Method is composed of gentle movements done with awareness and meets every individual at their own level. 
These lessons change the focus from WHAT you do to HOW you do it, and thereby can shed light on deep seated habits of movement (and thoughts!) that may unconsciously be limiting you from your true potential. There's always room for improvement. Come give it a try!
I am an accredited Feldenkrais practitioner and teach Awareness Through Movement group classes in Placerville. For those interested, I also do private Functional Integration lessons.
More information about me and about Feldenkrais can be found at www.anitabueno.com or follow on facebook at "
SC/SJ Get Out & Hike,1,"This is a group for anyone interested in hiking, biking, walking, tennis, fishing, etc. Mostly hiking! All skill levels are welcome. This group is for people to meet other active outdoor enthusiasts. Looking forward to exploring the outdoors with everybody."
SPARK - Single Parents Actively Raising Kids,1,"We are a group of single parents, divorced parents and dating parents who get together for both kid-centered fun and activities as well as adult-only events.. Members of our group have been hosting single parents events for many years. Our group is focused on providing a safe, secure environment for children to play and adults to find friendship. We are not primarily a dating group, we are a group of parents without spouses living life to it's fullest.

"
Creating Amazing Kids in the East Bay,1,"Do you have an amazing kid? Of course you do. But is your amazing kid reaching their full potential? Parents are struggling to find a balance between school, after school activities, family time and down time. This is a group for parents of amazing kids who want to find new ideas about how to create the inspired life for their kid. Meet with like-minded parents to share and learn ideas from each other and experts in the field of positive parenting. We will meet monthly, free childcare will be provided, topics will vary from how to find great afterschool activities to helping your child to love doing their homework, to better communication with your kids, and much more."
Stressed Parents Meetup SF Bay Area,1,"Calling all parents who are stressed and/or aggravated and looking for community and solutions. This is the Launch of our ""Bay Area Parents Resource Network"" where we will meet periodically to share, support and learn all about parenting. We will bring local speakers and expert to share with you their practical knowledge, for you to implement at home. We will have raffles and surprises, and even child care at our space, so come prepared to relax, learn, connect have a good time."
Silicon Valley Kids Technology and Creativity Meetup,1,"Parents: Inspire your child while with educational and fun weekend programs. We're a group of dedicated educators and parents who provide enriching and fun weekend activities for kids focused around technology and creativity. Topics may include Minecraft modding, intro to programming, design thinking, building a go kart, jewelry design, creative writing, and more. We want our kids to have tons of fun on weekends while making new friends and trying out new interesting topics. Instructors and programming come from industry leaders, prolific educators, and awesome parents who want to give back.

 We're also open to parents who want to teach a class or suggest some unique activities for kids!
 
"
Bay Area Single Parents Northern California,1,"This Meetup is for single parents who want to meet new people and have fun. We will have kid friendly events and adult only events like dancing. This is to have fun and share experiences. More events will be posted soon.  Welcome to BASP of Northern California. 
 
This group is not affiliated with any other group. "
Parenthoods - SF,1,"If you're a parent in SF looking to meet other parents, then this is your group!
We create fun meetups and activities on weekends and weekdays for the whole family."
Sacramento Teen ART group.,1,"Having a teenager isn't easy. Be a teenager isn't easy either. There are so many topics we need to address. There are not as many way to do it. Parents' prospective, children's prospective. Let's meet in the middle by playing role games. If you want to understand your children and their lives, you need to play with them. We'll do it together. Professional workshops, Professional Guest speakers, NLP games, girls/boys conversations, secrets of teenagers, how to learn if you child has a secret, how to help your teenager if he has been in trouble, local meetings for your teenager's interest. It needs a village to raise a child; let's help each other to raise our children together."
Tri-Valley Conscious Parents,1,"Your mom likely always told you to wear clean underwear in case you were in an accident, but once you became a parent you likely discovered wearing clean underwear is simply not enough. As a parent, there are important legal planning steps you need to take as well. This is a meetup group for parents in the Tri-Valley who want to know more about those legal planning steps."
Bay Area Ayurveda for Integrative Health Meetup,1,"Recently I was diagnosed with insulin resistance leading towards pre-diabetes. Thankfully due to the recent interventions, I am working on reversing it. There are many similar individuals like me who are working on reversing diabetes, prediabetes and insulin resistance. In this group we hope to create a support group of health seekers where we can share experiences with each other on how to manage our lifestyle and in the process improve our community health."
Working Parents of Contra Costa County,1,"Welcome to Working Parents of Contra Costa County (CCC)!
We are a collective of families from all walks of life, who meet up on the weekends (and occasional weekday) to explore the area around us. 
Knowing that life is crazy, and that it's ever changing, we do not require a minimum attendance.  We do hope you'll join us when you can, as often as you can!
TYPES OF MEETUPS:
- Parks and playgrounds- Local attractions and events- Day trips to museums, zoos, and cultural institutions- Outdoor activities such as hikes- At-home play dates - Weekend BBQs and holiday gatherings- Adult-only gatherings to explore local foodie hotspots
GENERAL GUIDELINES
Be Respectful. Be Safe. Be Responsible. Share openly and freely, but please be respectful of differing philosophies, parenting methods, points of view, and lifestyle choices. As we respect each other, we create a stronger community from all walks of life that can work through disagreements and differing views. 
Respect Privacy & Ask Permission. Please be considerate and gain permission before posting pictures that include other people, including children, on your personal social profiles or other groups. Likewise, contact information should not be shared via posts or comments. 
Open Communication Between Members.  If an issue should arise, please address it respectfully without conflict via private communication. Please contact a group organizer if you have any questions or need additional support.
Judgment Free Zone. We all parent differently, just as we all live different lives. We embrace these differences, and hope to learn from each other. 
At the end of the day, we want to meet new people, make some new friends, and create a strong supportive community."
Lafayette Family Flag Football,1,"Bring your son or daughter out to play some flag football! Father's and their sons, Mothers and their daughters, or any combination thereof will love participating in football! One parent, one child are on the field at the same time. This league will have 2 divisions, 10 and under, and 11 and over. Our mission is to give parents the opportunity to compete alongside their kids while playing the greatest sport in the history of all mankind."
East Bay Single Moms (and Dads),1,"Open to all single moms and dads (and their children) who would like to get out and have some fun with other good people.  The goal is to provide a warm, open, and relaxed atmosphere.  If hiking, watching an outdoor movie, spending a day at the zoo, or playing at the beach with the kiddos sounds good to you, this may be your group.  Our goal is to develop new, supportive friendships. Think: an extension of family.
Children/teens of all ages are welcome at all events, unless otherwise indicated.  
 
 

 "
New to  Brentwood: Mom edition,1,"If you are a mom looking to meet others with kids to socialize, then you've come to the right place. The goal of this group is to partake in local kid friendly events. Hiking, holiday festivals, farmers markets or Chuck E Cheeses are a few examples of the types of meetups that will be scheduled. If you have any suggestions please feel free to mention them."
PLACEcraft,1,"Our purpose is to repair, celebrate and maintain the cycles and sources that sustain.
PLACEcraft (formerly the Healdsburg EcoLiteracy Meetup) is still focused on eco-literacy, which is about recognizing the limits to growth and then finding ways to repair, celebrate, respect and maintain local biodiversity, local ecosystems and the many local - and larger - cycles in ways that sustain us, our communities, and the rest of nature.
This group is for moving through the passive reading and discussion level - implied by the term eco-literacy, and on to the active creation of ecologically sustainable culture - as intended by educator David Orr and physicist Fritjof Capra, the two who coined the term in the 1990s.
We are Botanists, Ecologists, Artists, Herbalists, Anthropologists, Writers, Basket-weavers, Story-tellers, Gardeners, Educators, Agro-ecologists, Poets, misicians, dancers, Software Developers, Wildland Managers, small land-holders, and others - uniting to develop approaches to ecological stewardship - including in-town projects - that also nurture and sustain crafts, culture and diverse communities. 
Let's get together in small and large CIRCLES for active creation, regeneration, and exploration of, experimentation with, and support for - practices, beliefs, understandings, science, crafts, livelihoods, stories, songs, foods, gardening, Cultures, actions, community gatherings, etc that sustain nature. Let's see what we can do to sustain the interconnected ecosystems of garden, town, farm and the wilder watersheds and cycyles that sustain us and the rest of nature. For the master weavers, the children's children and the future of all species. Let's do this!"
Contra Costa Singles with Kids,1,Meet other single parents in the area. Develop a support network. Hang out both with and without our kids!
Pleasant Hill Teens Adventure Group,1,"Relatively new in town. Looking to make healthy friendships with like-minded teens (those who respect themselves and others) and create a supportive group. Activities will be a mix of hanging out in nature, exploring themes of spirituality and self-empowerment, going on hikes, to the beach, Lafayette Reservoir and other places to share conversation, music, writing and other artistic things. While the teens are hanging out, the parents can get to know each other and plan additional activities."
Morgan Hill and South County Fresh,1,"Calling all residents new to the Morgan Hill and South County area. The challenge of being new to a neighborhood along with the busy lifestyle of Silicon Valley can make it hard to meet new people or new couples. Come out for some food or drinks and maybe an activity or two at various restaurants or entertainment events around our local community. Bring a friend, bring your spouse, along with a smile and positive attitude and get to know some other Morgan Hill and South County newbies."
TriValley Single/Divorced Parents Meetup,1,"Are you a single, separated, or divorced parent? Interested in hanging out with others in the same boat on your kid-free days? Hiking, happy hour, kayaking, movies, wine tasting, rock climbing, etc. I am newly divorced, and realized it's been years since I've had time to have hobbies and do things that I want to do without kids. Most of my friends are still married with kids, so finding others who have a few days per week kid-free would be great! Let's explore hobbies and free time together!"
Sacramento Post Rehab Educational Workshops,1,"Learners who love physical activity and all things movement will thoroughly enjoy this group. We come together to learn about how to take better care of our bodies through the principles of post-rehab practice, a new and emerging field. Movement practitioners and movement enthusiasts come learn at a high level, participate in stimulating discussion, and move with other like-minded people! Topics include practical biomechanics, functional foot and ankle work, functional breathing work, fascial health, wellness, low back complexities unlocked, and more!"
Mountain Parents,1,"This is a group for parents in the Santa Cruz mountains. Opportunity to meet regularly with other parents in the area. All are welcome: expecting parents, new parents, established parents, adoptive parents etc. Even if you don't have a young child you are welcome although be warned: there will be babies!"
Hiking with young kids (and sometimes dogs),1,"Looking to meet new friends who have young children, dogs and enjoy spending time outdoors? This is a group for anyone interested in hiking with young kids (preferably 6 and younger) and occasionally our furry kids. We'll pick locations along the Peninsula and South Bay, usually in the Open Space Preserves. With younger kids in tow, the likely pace will be on the slower side. All skill levels are welcome. Hikes will range from 2-5 miles and will happen 1-2x per month. Looking forward to exploring the outdoors with everybody."
