name,description,topics
The San Francisco Giving Tree,"<p><span>We help get you involved in the community by organizing volunteer events where you can make a difference and make new friends.</span></p>
<p><span>There's no ongoing commitment required. Just RSVP for an event and show up!</span></p>
<p>If all the meetups are full and you want to try to lead a group instead, contact <a href=""https://www.meetup.com/The-San-Francisco-Giving-Tree/members/5094799/"">me</a> and I'll set you up.</p>
<p><a href=""https://a248.e.akamai.net/secure.meetupstatic.com/photos/event/4/d/f/a/highres_297979962.jpeg""></a></p>
<p><a href=""https://a248.e.akamai.net/secure.meetupstatic.com/photos/event/4/d/f/a/highres_297979962.jpeg""><img src=""https://i.imgur.com/8fWRN4Q.png""></a></p>","[{u'name': u'New In Town', u'urlkey': u'newintown', u'id': 1273}, {u'name': u'Nonprofit', u'urlkey': u'nonprofit', u'id': 1726}, {u'name': u'Self-Improvement', u'urlkey': u'self-improvement', u'id': 3336}, {u'name': u'Social Networking', u'urlkey': u'socialnetwork', u'id': 4422}, {u'name': u'Philanthropy', u'urlkey': u'philanthropy', u'id': 9874}, {u'name': u'Giving Circle', u'urlkey': u'givingcircle', u'id': 10522}, {u'name': u'Social', u'urlkey': u'social', u'id': 10581}, {u'name': u'Fun Times', u'urlkey': u'fun-times', u'id': 15117}, {u'name': u'Volunteering', u'urlkey': u'volunteering', u'id': 16645}, {u'name': u'Foodie', u'urlkey': u'foodie', u'id': 18528}, {u'name': u'Community Service', u'urlkey': u'community-service', u'id': 18866}, {u'name': u'Charitable Giving', u'urlkey': u'charitable-giving', u'id': 21156}]"
San Jose - Manjushri Lineage Buddhist Group,"<p>Hello<br> <br> LEARN, CONTEMPLATE, CULTIVATE and TRANSFORM.<br> <br> Welcome to the <span>meetup group</span> ""Inner Peace &amp; Happiness Buddhist Study and Meditation&nbsp;Group"". This is a wonderful opportunity, whether you are just beginning or have been studying for awhile, to join other warm-heart, sincere Buddhist Practitioners as we explore Mahayana &amp; Vajrayana Buddhism.<br> <br> Buddhism is about transforming the mind and discovering the path to true happiness. To achieve this, first we need to take focused action to uproot the negative emotions, destructive mental constructs, and negative habits that continually cause suffering for ourselves. We also need to cultivate virtues in our mind such as compassion, loving-kindness, and wisdom. This way we can transform ourselves to a point where we experience stability, peace of mind, and lightness within our own mind. This results in happiness for ourselves and others.<br> <br> Our group is under the guidance of our precious Lama Namnang Mingjo Dorje Rinpoche, a very humble yet immensely accomplished yogi, whose sincerity, dedication &amp; guidance is very inspiring &amp; brings the <span>Buddhist teachings</span> alive in our daily lives.<br> <br> The aim of our group is to provide our members with both an in-person as well as online learning environment to explore the incredible wisdom and application of Buddhism. We have on-going weekly teachings &amp; study groups that provide practitioners with an opportunity to not only learn <span>Buddhist philosophy</span>, helping us to better understand the interplay of cause and effect (the law of karma) and help us to contemplate and look at ways to change ourselves. As well as learn <span>Buddhist meditation practices</span> that help us to increase &amp; stabilize key virtues (charity, ethical discipline, patience, diligence, meditative concentration, and wisdom) within us, and give us a first-hand personal experience of what it is like to experience a mind that is stable, quiet, calm, peaceful, joyful and light.<br> <br> This is a very rare opportunity to study Buddhism in a beautiful blessed environment together with a group of sincere seekers. All of us are also searching and wishing to discover and nurture the essence of our Buddha potential. Come and join us. Absorb yourself in this incredible wisdom and create more inner-peace, stability, &amp; happiness in your mind, your life, &amp; your world! Seize the moment!</p> 
<p><span>For more information about our Lama and our Center, please see our Website</span><span><a href=""http://www.smilemanjushri.org/?page_id=40"">SmileManjushri</a></span></p> 
<p>Sincerely,<br> <br> Pailin, Michelle, Karen, &amp; Ryan</p> 
<p><span><strong>Manjushri Lineage Buddha Dharma Center</strong></span></p> 
<p>&nbsp;</p>","[{u'name': u'Meditation', u'urlkey': u'meditation', u'id': 1322}, {u'name': u'Self-Improvement', u'urlkey': u'self-improvement', u'id': 3336}, {u'name': u'Spirituality', u'urlkey': u'spirituality', u'id': 10290}, {u'name': u'Buddhist Meditation', u'urlkey': u'buddhist-meditation', u'id': 16887}, {u'name': u'Tibetan Buddhism', u'urlkey': u'tibetan-buddhism', u'id': 21345}, {u'name': u'Mahayana Buddhism', u'urlkey': u'mahayana-buddhism', u'id': 69148}, {u'name': u'Buddhist', u'urlkey': u'buddhist', u'id': 128602}]"
"Reiki Tummo Healing, Heart Meditation & Natural Walking","<p>""All truth is in your heart, not in the physical heart, but in the core within yourself where your true self resides. To access that truth you must open your heart and Reiki TUMMO can help you do just that. When you learn Reiki TUMMO you are introduced to energy channeling for healing, but also as a tool to lead you into your heart so you can learn directly from your heart, rather than from others.""&nbsp; Irmansyah Effendi M.Sc (founder)</p>
<p>This group is open to everyone and we are dedicated to sharing and providing a space&nbsp;to learn more about Reiki Tummo, Kundalini, and opening our spiritual heart to the Source of Love and Light.</p>
<p>The spiritual Heart, the key to deep calmness, inner peace, happiness and spiritual growth, is the foundation of Open Heart Meditation, Reiki Tummo and Natural Walking. Reiki Tummo offers an energy system that incorporates learning about our spiritual hearts and energy bodies while healing physical, mental, emotional and other non-physical parts of our being.</p>
<p>Through a series of gentle steps and courses, Reiki Tummo prepares the foundations to support your continuing spiritual growth and development. So come along and be prepared to smile, relax, and experience the sweet feelings of Love radiating from within your Heart :-)</p>
<p>You can learn more about Reiki-Tummo and opening your heart&nbsp;at:&nbsp; <a href=""http://www.padmacahaya.com/"">http://www.padmacahaya.com/</a></p>
<p>We have intros to open heart meditation and Reiki Tummo energy every week in San Francisco Bay area. Amazing day-long Reiki Tummo and Open Heart Meditation workshops are offered as well. Reiki Tummo healing clinics are open to all who are interested in receiving healing energy (donation based). &nbsp;</p>","[{u'name': u'Reiki', u'urlkey': u'reiki', u'id': 1204}, {u'name': u'Meditation', u'urlkey': u'meditation', u'id': 1322}, {u'name': u'Self-Improvement', u'urlkey': u'self-improvement', u'id': 3336}, {u'name': u'Life Transformation', u'urlkey': u'lifetransform', u'id': 8702}, {u'name': u'Spirituality', u'urlkey': u'spirituality', u'id': 10290}, {u'name': u'Wellness', u'urlkey': u'wellness', u'id': 10306}, {u'name': u'Stress Relief', u'urlkey': u'stress-relief', u'id': 17075}, {u'name': u'Kundalini Yoga', u'urlkey': u'kundalini-yoga', u'id': 18847}, {u'name': u'Healthy Living', u'urlkey': u'healthy-living', u'id': 20221}, {u'name': u'open heart meditation', u'urlkey': u'open-heart-meditation', u'id': 58964}, {u'name': u'reiki tummo', u'urlkey': u'reiki-tummo', u'id': 58965}, {u'name': u'Opening your Heart', u'urlkey': u'opening-your-heart', u'id': 75912}]"
Energy Wellness Community,"<p>If you have been wanting to make a shift, to live your life to the fullest, come join us in the journey of self healing and self empowering.  Learn simple exercises and techniques to optimize your body's own energy to promote high-level wellness, peak performance, and joyful living.  As we change our vibration, we change the Earth's vibration.</p>
<p>We are a group of wellness professionals, and energy workers inspired to build an energy wellness community, by connecting the like-minded people, creating synergy, and sharing the tools to help others help themselves.  We offer monthly study group meetings of Donna Eden's energy medicine techniques, various wellness workshops that address the physical, mental, emotional or spiritual aspects of our well-being, and meetups to connect energy workers, wellness professionals, and anyone open to explore.</p>","[{u'name': u'Fitness', u'urlkey': u'fitness', u'id': 242}, {u'name': u'Self-Improvement', u'urlkey': u'self-improvement', u'id': 3336}, {u'name': u'Wellness', u'urlkey': u'wellness', u'id': 10306}, {u'name': u'Holistic Health', u'urlkey': u'holistic-health', u'id': 15478}, {u'name': u'Energy Healing', u'urlkey': u'energy-healing', u'id': 15738}, {u'name': u'Alternative Medicine', u'urlkey': u'alternative-medicine', u'id': 17150}, {u'name': u'Healthy Living', u'urlkey': u'healthy-living', u'id': 20221}, {u'name': u'Self Exploration', u'urlkey': u'self-exploration', u'id': 29158}, {u'name': u'Self-Empowerment', u'urlkey': u'self-empowerment', u'id': 38757}, {u'name': u'Energy Medicine', u'urlkey': u'energy-medicine', u'id': 40498}]"
Ayurveda Community of the San Francisco Bay Area,"<p>This group is designed to build and unify the community of Ayurvedic practitioners, interns, students &amp; enthusiasts in the San Francisco Bay Area. All those with an interest in Ayurveda living in the SF Bay Area are welcome to join.</p>
<p>We have community meetups approximately 4-6 times per year and&nbsp;sometimes gather after the meetup to enjoy fresh-cooked, vegetarian ayurvedic food together.</p>
<p>Vedika Global, the group sponsor, offers rich teachings in the allied sciences of Ayurveda, Yoga and&nbsp;Vedanta taught in an authentic tradition stemming back to Ayodhya, India by Vedika Acharya (Master Teacher) Shunya Mathur's grandfather and great-grandfather. Vedika also offers a&nbsp;by-donation ayurvedic clinic with one-on-one appointments.</p>
<p>For additional events, please visit Vedika's website (<a href=""http://www.vedikaglobal.org/events"">http://www.vedikaglobal.org/events</a>)</p>
<p>Or feel free to also connect via&nbsp;social media pages for an additional&nbsp;plethora of resources:</p>
<p>Facebook: <a href=""https://www.facebook.com/VedikaGlobal"">https://www.facebook.com/VedikaGlobal</a> <br>Twitter: <a href=""http://twitter.com/vedikaglobal"">http://twitter.com/vedikaglobal</a> <br> Blog:&nbsp;<a href=""https://www.vedikaglobal.org/blog"">https://www.vedikaglobal.org/blog</a> <br> YouTube: <a href=""https://www.youtube.com/vedikaglobal"">https://www.youtube.com/vedikaglobal</a> <br>Vimeo: <a href=""https://vimeo.com/vedikaglobal"">https://vimeo.com/vedikaglobal</a></p>
<p>Thank you.</p>","[{u'name': u'Yoga', u'urlkey': u'yoga', u'id': 244}, {u'name': u'Meditation', u'urlkey': u'meditation', u'id': 1322}, {u'name': u'Ayurveda', u'urlkey': u'ayurveda', u'id': 1878}, {u'name': u'Self-Improvement', u'urlkey': u'self-improvement', u'id': 3336}, {u'name': u'Consciousness', u'urlkey': u'consciousness', u'id': 4417}, {u'name': u'Health Professionals', u'urlkey': u'healthpros', u'id': 7102}, {u'name': u'Spirituality', u'urlkey': u'spirituality', u'id': 10290}, {u'name': u'Wellness', u'urlkey': u'wellness', u'id': 10306}, {u'name': u'Holistic Health', u'urlkey': u'holistic-health', u'id': 15478}, {u'name': u'Alternative Medicine', u'urlkey': u'alternative-medicine', u'id': 17150}, {u'name': u'Spiritual Growth', u'urlkey': u'spiritual-growth', u'id': 17658}, {u'name': u'Vedanta', u'urlkey': u'vedanta', u'id': 19166}, {u'name': u'Healthy Living', u'urlkey': u'healthy-living', u'id': 20221}, {u'name': u'Transformation', u'urlkey': u'transformation', u'id': 21591}, {u'name': u'Self Exploration', u'urlkey': u'self-exploration', u'id': 29158}, {u'name': u'Self-Empowerment', u'urlkey': u'self-empowerment', u'id': 38757}]"
LoveWorks! Keys to Creating Successful Relationships,"Intimate, passionate, thriving, joyous relationships are indeed possible! Even in hard times! If you are committed to creating conscious loving relationship, whether single or coupled, gay or straight, then I invite you to join this group! I am a relationship coach and specialize in empowering people to create the kind of loving relationships most people only dream of. 

In each session, I will present new ways for you to alter the prevailing destructive habits and thought patterns you unknowingly bring to relationship. In a safe environment, I will give you an EXPERIENCE of new thinking and innovative practices that will allow for deeper intimacy, more authentic self-expression and profound love in your connections. Come learn how you can be a more effective partner in relationship. Learn to put the law of attraction and the art of creation into play where it matters most - your intimate relationship.

Please note: Much of what will be taught is pertinent to all relationships: marriage, family, business, management, etc.","[{u'name': u'Couples', u'urlkey': u'couples', u'id': 3250}, {u'name': u'Relationship Advice', u'urlkey': u'reladvice', u'id': 3301}, {u'name': u'Self-Improvement', u'urlkey': u'self-improvement', u'id': 3336}, {u'name': u'Law of Attraction', u'urlkey': u'lawofattraction', u'id': 3382}]"
SpreadKindness.org,"<p>This group is for people who believe in practicing acts of kindness in everyday life. If we can get more people doing this then the world will become a happier place where peace and joy happen.</p>
<p>Join us as we inspire, enlighten, and make someone's day happy through sincere kindness of our hearts. Together we can make a world of difference- one person at a time. If you do one random act of kindness everyday it will put a smile on both your face and also on the face of the other person.</p>
<p>Location: This group will travel around the Bay Area to do&nbsp;acts of kindness&nbsp;for people, organizations, and individuals.</p>
<p>Disclaimer: You're likely to feel good and become addicted to practice acts of kindness everyday!</p>
<p>Visit our website: <a href=""http://www.SpreadKindness.org"" /><a href=""http://www.SpreadKindness.org""><a href=""http://www.SpreadKindness.org"" title=""http://www.SpreadKindness.org"" target=""_blank"">http://www.SpreadKindness.org</a></a></p>
<p>&ldquo;No kind action ever stops with itself. One kind action leads to another. Good example is followed. A single act of kindness throws out roots in all directions, and the roots spring up and make new trees. The greatest work that kindness does to others is that it makes them kind themselves. &rdquo;</p>
<p>- Amelia Earhart</p>","[{u'name': u'Nonprofit', u'urlkey': u'nonprofit', u'id': 1726}, {u'name': u'Self-Improvement', u'urlkey': u'self-improvement', u'id': 3336}, {u'name': u'Social Networking', u'urlkey': u'socialnetwork', u'id': 4422}, {u'name': u""Humanity's Team"", u'urlkey': u'humanitysteam', u'id': 6817}, {u'name': u'Philanthropy', u'urlkey': u'philanthropy', u'id': 9874}, {u'name': u'Spirituality', u'urlkey': u'spirituality', u'id': 10290}, {u'name': u'Social Movements', u'urlkey': u'movement', u'id': 10460}, {u'name': u'Community Organizations', u'urlkey': u'communityorg', u'id': 10485}, {u'name': u'Social', u'urlkey': u'social', u'id': 10581}, {u'name': u'Volunteering', u'urlkey': u'volunteering', u'id': 16645}, {u'name': u'Community Service', u'urlkey': u'community-service', u'id': 18866}, {u'name': u'Charity Events', u'urlkey': u'charity-events', u'id': 54006}]"
The East Bay NLP Meetup Group,"<p>This is a Meet Up for people interested in Neuro Linguistic Programming (NLP).</p>
<p>NLP is called ""The Study of the Structure of Human Experience."" It is also a self development practice: Once we know something about how we structure our experience, we can find ways to re-structure it in ways that provide us with the experience of life we would prefer.</p>
<p>NLP is a remarkably elegant and deeply respectful set of tools to uncover unconscious beliefs and structures that determine our experience, and--again, at the unconcious level--introduce new beliefs and structures to our hidden selves.</p>
<p>At these meetups, we learn and practice NLP techniques, and learn about and discuss NLP principles and frameworks. We have had a number of meetups so far and they have let people practice NLP skills in a relaxed, fun environment. We've had everyone from experienced practitioners to those just starting out.</p>
<p>For those of you who know something about NLP, we've worked on anchoring, rapport, language patterns, parts work, and much more. So come and explore!</p>","[{u'name': u'Hypnosis', u'urlkey': u'hypnosis', u'id': 2521}, {u'name': u'Self-Improvement', u'urlkey': u'self-improvement', u'id': 3336}, {u'name': u'Consciousness', u'urlkey': u'consciousness', u'id': 4417}, {u'name': u'Life Transformation', u'urlkey': u'lifetransform', u'id': 8702}, {u'name': u'Wellness', u'urlkey': u'wellness', u'id': 10306}, {u'name': u'Personal Development', u'urlkey': u'personal-development', u'id': 16468}, {u'name': u'NLP Practice Group', u'urlkey': u'nlp-practice-group', u'id': 32273}, {u'name': u'Self-Empowerment', u'urlkey': u'self-empowerment', u'id': 38757}, {u'name': u'NLP (Neuro-Linguistic Programming)', u'urlkey': u'nlp-neurolinguistic-programming', u'id': 43763}]"
The Magic of Living,"<p>Welcome to <b>The Magic of Living</b> meetup, formerly the <b>Bay Area Law of Attraction Boosters</b>.</p>
<p>Through the simple act of living, we discover what we desire. With awareness and surrender, our desire unfolds into a life beyond our dreams.&nbsp;</p>
<p>We provide workshops and events to explore how mindfulness, surrender and the law of attraction can remove chaos, simplify and bring you the life you truly want.</p>
<p>If you are interested in learning more or in meeting like-minded individuals, interested in a conscious (and fun!) path of living, please join!</p>
<p>""Making peace with where you are is the fastest way in to the vortex."" - Abraham Hicks</p>","[{u'name': u'Meditation', u'urlkey': u'meditation', u'id': 1322}, {u'name': u'Abraham Hicks', u'urlkey': u'abrahamhicks', u'id': 2756}, {u'name': u'Self-Improvement', u'urlkey': u'self-improvement', u'id': 3336}, {u'name': u'Law of Attraction', u'urlkey': u'lawofattraction', u'id': 3382}, {u'name': u'Life Transformation', u'urlkey': u'lifetransform', u'id': 8702}, {u'name': u'Wellness', u'urlkey': u'wellness', u'id': 10306}, {u'name': u'Social', u'urlkey': u'social', u'id': 10581}, {u'name': u'Family', u'urlkey': u'families', u'id': 16024}, {u'name': u'Spiritual Growth', u'urlkey': u'spiritual-growth', u'id': 17658}, {u'name': u'Conscious Living', u'urlkey': u'conscious-living', u'id': 25186}, {u'name': u'Spiritual Awakening', u'urlkey': u'spiritual-awakening', u'id': 69583}]"
The East Bay Healing Collective,"<p>Member of the East Bay Healing Collective offer weekly groups, various healing arts workshops/groups, and a variety of individual healing sessions in modalities such as Counseling, Coaching, Acupressure, Trauma Healing, Restorative Yoga, Breathwork, Creative Writing, and more. <br> Our intention is to support the well-being, health and wholeness of individuals and communities in an affordable way. Come visit a class or group and check us out! We're right near Ashby BART.</p>
<p><strong>BECOME A MEMBER</strong></p>
<p><a href=""http://www.healingcollective.org/become-a-member/"">Learn more about membership pricing and renting the space for workshops, classes &amp; events on our website.</a><strong> <br> </strong></p>
<p><strong>SPECIAL EVENTS</strong></p>
<p><a href=""http://www.healingcollective.org/calendar/"">See the calendar for current details.</a></p>
<p><strong>WEEKLY MEDITATION GROUPS:</strong></p>
<ul> 
 <p>Mondays: 6:30-8:15pm</p> 
 <p>Saturdays: 6:00-7:30pm</p> 
</ul>
<p><strong>LOCATION: <br> <br> </strong> We are located at <a href=""https://www.google.com/maps/place/1840+Alcatraz+Ave/@37.848624,-122.270225,17z/data=!3m1!4b1!4m2!3m1!1s0x80857e799cedc139:0xa9f444a556210b63"">1840 Alcatraz Ave. Berkeley, CA 94703</a> - just a few blocks from <a href=""http://www.bart.gov/stations/ashb"">Ashby BART</a>.</p>
<p>We look forward to seeing you at the Collective and supporting your well-being.</p>
<p>Mike McGarry &amp; Michael Bedar&nbsp;</p>","[{u'name': u'Yoga', u'urlkey': u'yoga', u'id': 244}, {u'name': u'Reiki', u'urlkey': u'reiki', u'id': 1204}, {u'name': u'Meditation', u'urlkey': u'meditation', u'id': 1322}, {u'name': u'Self-Improvement', u'urlkey': u'self-improvement', u'id': 3336}, {u'name': u'Spirituality', u'urlkey': u'spirituality', u'id': 10290}, {u'name': u'Wellness', u'urlkey': u'wellness', u'id': 10306}, {u'name': u'Holistic Health', u'urlkey': u'holistic-health', u'id': 15478}, {u'name': u'Energy Healing', u'urlkey': u'energy-healing', u'id': 15738}, {u'name': u'Personal Development', u'urlkey': u'personal-development', u'id': 16468}, {u'name': u'Alternative Medicine', u'urlkey': u'alternative-medicine', u'id': 17150}, {u'name': u'Spiritual Growth', u'urlkey': u'spiritual-growth', u'id': 17658}, {u'name': u'Healthy Living', u'urlkey': u'healthy-living', u'id': 20221}, {u'name': u'Evolution of Consciousness', u'urlkey': u'evolution-of-consciousness', u'id': 27989}]"
PolyConscious By The Bay,"<p>A group for those interested in POLYAMORY &amp; POLYFIDELITY: an alternative to monogamy based on open honesty, respect, consideration, and LOVE.   THIS IS NOT A SWINGER GROUP AND NONE OF OUR EVENTS WILL EVER INCLUDE SEXUAL CONTACT.   If you are not familiar with the spirit of poly, please start here:  http://www.lovemore.com/faq.html  The term ""poly"" represents a wide range of interpretation and all are accepted here.  If you aren't sure if you are poly, this is a great place to learn and discover your own unique identity under the poly umbrella. There is no right or wrong way to be poly...come share your experience and perspective with us!  Couples, Triads+, singles, a range of ages, occupations, social status, sexual orientation (LGBITQQ welcome), body size, education, etc. Whatever you are, we have a place for you here.   We look forward to knowing you!  Namaste...</p>","[{u'name': u'Polyamory', u'urlkey': u'polyamory', u'id': 494}, {u'name': u'Self-Improvement', u'urlkey': u'self-improvement', u'id': 3336}, {u'name': u'Consciousness', u'urlkey': u'consciousness', u'id': 4417}, {u'name': u'Open Relationships', u'urlkey': u'open-relationships', u'id': 19785}, {u'name': u'Alternative Lifestyles', u'urlkey': u'alternative-lifestyles', u'id': 24818}]"
Entrepreneurs Dojo,"<p>Welcome to Startups Showcase Group!&nbsp; WE open the doors to Silicon Valley &amp; San Francisco Startups ecosystem.&nbsp; This is one of the first Entrepreneur Groups that welcomes consumers.&nbsp; At the end of the day, all new technology that is successful will find its way to the end user, we the people!</p>
<p><a class=""embedded"" href=""https://youtu.be/KT4YPFTXfxQ"">https://youtu.be/KT4YPFTXfxQ</a></p>
<p>This ecosystem includes, Investors, Founders, Co-Founders, Entrepreneurs and Consumers that have an opportunity to be early adopters of the New Technology being launched MONTHLY!&nbsp; All technology-market-types are included with the purpose of educating, investors, co-founders, end users, dealers and consumers about the features of new technology services and products.</p>
<p>Members will see and demo all types of new and exciting technology services and products such as: All Apps | Mobile Apps | Web Apps | Cloud Computing | Big-Data | Solar Energy | Drone Technology | Wearable Technology | Digital Cameras | Security Systems |Tablets | GPS | ISPs | Smart Home Electronic Controls | Home Theaters | Smart phones | Sound Systems | Smart TVs | Electronic Components | Wireless Systems | Computers | Video Games | Cables | High Tech Tools | Test Equipment | Gizmos | Gadgets | High Tech Toys | and Much More</p>
<p>Here together with you, we are blazing the trail that puts consumers directly in front of technologists, investors and manufacturers. This will give new technologists and manufacturers the opportunity to get swift and timely feedback about what is liked and/or disliked about their services and products. </p>
<p>Everyone can make valuable connections with Angel Investors, Venture Capitalists, Legal Representatives, Varied Sales Channels, for a new and/or ongoing business.</p>
<p><br></p>
<p>UA-58258827-1</p>","[{u'name': u'Small Business', u'urlkey': u'smallbiz', u'id': 389}, {u'name': u'Work At Home', u'urlkey': u'workathome', u'id': 589}, {u'name': u'Marketing', u'urlkey': u'marketing', u'id': 1238}, {u'name': u'E-Business Owners', u'urlkey': u'ebizowners', u'id': 1330}, {u'name': u'Self-Improvement', u'urlkey': u'self-improvement', u'id': 3336}, {u'name': u'Work at Home Moms', u'urlkey': u'wahm', u'id': 4082}, {u'name': u'Internet Professionals', u'urlkey': u'internetpro', u'id': 10102}, {u'name': u'Business', u'urlkey': u'business', u'id': 10575}, {u'name': u'Business Referral Networking', u'urlkey': u'business-referral-networking', u'id': 15405}, {u'name': u'Women Entrepreneurs', u'urlkey': u'women-entrepreneurs', u'id': 15497}, {u'name': u'Professional Networking', u'urlkey': u'professional-networking', u'id': 15720}, {u'name': u'Business Strategy', u'urlkey': u'business-strategy', u'id': 17635}, {u'name': u'Entrepreneurship', u'urlkey': u'entrepreneurship', u'id': 19882}, {u'name': u'Career', u'urlkey': u'careers', u'id': 22888}, {u'name': u'Executive Coaching', u'urlkey': u'executive-coaching', u'id': 135717}]"
Carl Jung and Active Imagination,"This group provides the opportunity to learn and practice Carl Jung's Active Imagination technique in an environment of fun and support.  Active Imagination is a fantastic tool for exploring your inner world and learning more about yourself.  We use a combination of making images and dialogue to open up new communication between the outer, everyday  you and deeper, inner  parts of you.","[{u'name': u'Self-Improvement', u'urlkey': u'self-improvement', u'id': 3336}, {u'name': u'Carl Jung', u'urlkey': u'carljung', u'id': 3927}, {u'name': u'Consciousness', u'urlkey': u'consciousness', u'id': 4417}]"
Abundance Tapping  (EFT),"<p>Hello Everyone !&nbsp;</p>
<p> <span>I am an Emotional Freedom Techniques Practitioner (EFT) , I love Abundance tapping (EFT) , you can use it to change any area of your life. The group tapping is so powerful for creating change.</span> </p>
<p> <span>I love leading workshops and teleclasses to help you raise your vibration to bring more Abundance into your</span> </p>
<p> <span>life, along with helping others and the world.</span> </p>
<p> <span> <br> </span> </p>
<p> <span>Join me here on Facebook...&nbsp;</span> </p>
<p> <span> <a href=""http://www.facebook.com/pages/Kate-Winch-Abundance-Tapping/160968657251670?ref=mf""></a> <a href=""http://www.facebook.com/pages/Kate-Winch-Abundance-Tapping/160968657251670?ref=mf""></a> <a href=""http://www.facebook.com/pages/Kate-Winch-Abundance-Tapping/160968657251670?ref=mf""></a> <a href=""http://www.facebook.com/pages/Kate-Winch-Abundance-Tapping/160968657251670?ref=mf"">http://www.facebook.com/pages/Kate-Winch-Abundance-Tapping/160968657251670?ref=mf</a> </span> </p>
<p> <span>Let me know if you have any questions.</span> </p>
<p> <span>Warmly,</span> </p>
<p> <span>Kate</span> </p>","[{u'name': u'Meditation', u'urlkey': u'meditation', u'id': 1322}, {u'name': u'Peace', u'urlkey': u'peace', u'id': 1544}, {u'name': u'Self-Improvement', u'urlkey': u'self-improvement', u'id': 3336}, {u'name': u'Law of Attraction', u'urlkey': u'lawofattraction', u'id': 3382}, {u'name': u'Economics', u'urlkey': u'economics', u'id': 3737}, {u'name': u'Spirituality', u'urlkey': u'spirituality', u'id': 10290}, {u'name': u'We Are Change', u'urlkey': u'we-are-change', u'id': 15695}, {u'name': u'Abundance And Prosperity', u'urlkey': u'abundance-and-prosperity', u'id': 15942}, {u'name': u'Dating and Relationships', u'urlkey': u'dating-and-relationships', u'id': 20246}]"
Universal Healing Tao,"The purpose of this group is to teach ways of Qi/Chi cultivation, to help people to transform negative emotional energy into productivity, and to connect with the creative and generative forces inside and outside of us so that we can spend more time live empowered lives guided by the part of us that feels our truth and less time listening to the voices in our heads.

Keywords : 

Taoism, Universal Healing Tao, Chi Nei Tsang, Enlightenment Qi Gong, Primordial Qi Gong, Chi Cultivation, Certified Universal Healing Tao Instructor, Internal Alchemy,","[{u'name': u'Metaphysics', u'urlkey': u'metaphysics', u'id': 774}, {u'name': u'Meditation', u'urlkey': u'meditation', u'id': 1322}, {u'name': u'Taoist', u'urlkey': u'taoism', u'id': 1532}, {u'name': u'Self-Improvement', u'urlkey': u'self-improvement', u'id': 3336}, {u'name': u'Life Transformation', u'urlkey': u'lifetransform', u'id': 8702}, {u'name': u'Qi Gong', u'urlkey': u'qigong', u'id': 9857}, {u'name': u'Alternative Medicine', u'urlkey': u'alternative-medicine', u'id': 17150}]"
BAMBAS -  Bay Area Merengue Bachata Afrocuban Salsa Club,"<p>We get together on a regular basis to go social dancing as a group.</p>
<p>This group was created for anyone interested in meeting other Merengue, Salsa, Cha-cha-cha, Bachata dancers of all levels and connect with other hand percussionists / drummers, latin jazz lovers &amp; Tropical Music Aficionados. Especially those living in the South Bay (Silicon Valley). Learn to salsa, play drums, mingle, dance, listen to music, and ma<span>ke new friends. You don't have to be extremely experienced to be a member, all levels of dancing / playing are welcome. Also, we will keep you updated with other events, socials, Live music, drum circles, percussion sessions or festivals around the bay. All members are free to post info for events, private parties, celebrations or anything related to tropical music &amp; dancing.</span></p>
<p>The goal is to enjoy as a social activity in a friendly, supportive, social, non-competitive environment. This group is geared for beginners and people who don't take dancing (or themselves) too seriously.</p>
<p>Making mistakes and not dancing perfectly on the beat is okay.&nbsp;&nbsp; Being a beginner is okay.&nbsp; We are not snobs.&nbsp; We want to make going to dance clubs an enjoyable, friendly, social, and personal experience -- not a dance off or a showcase for one's greatness or an exercise in&nbsp;competitive social gamesmanship.</p>
<p>Our purpose is socialize, make friends, improve our dance skills,&nbsp; create a comfortable, welcoming atmosphere, build community, and have fun!</p>
<p>We only have 4 requirements.</p>
<p>1. You MUST RSVP whether you will attend the event or not.</p>
<p>2. ""Flakers"" and No-Shows will be banned.</p>
<p>3. Follow and read the event details. Simple</p>
<p>4. You will make an attempt to attend within 3-4 events or you will be removed from the group.&nbsp;</p>","[{u'name': u'Spanish Language', u'urlkey': u'spanish', u'id': 183}, {u'name': u'Singles', u'urlkey': u'singles', u'id': 498}, {u'name': u'Salsa', u'urlkey': u'salsa', u'id': 1122}, {u'name': u'New In Town', u'urlkey': u'newintown', u'id': 1273}, {u'name': u'Self-Improvement', u'urlkey': u'self-improvement', u'id': 3336}, {u'name': u'Nightlife', u'urlkey': u'nightlife', u'id': 4392}, {u'name': u'Social Networking', u'urlkey': u'socialnetwork', u'id': 4422}, {u'name': u'Live Music', u'urlkey': u'livemusic', u'id': 8652}, {u'name': u'Wellness', u'urlkey': u'wellness', u'id': 10306}, {u'name': u'Social', u'urlkey': u'social', u'id': 10581}, {u'name': u'Fun Times', u'urlkey': u'fun-times', u'id': 15117}, {u'name': u'Professional Networking', u'urlkey': u'professional-networking', u'id': 15720}, {u'name': u'Dancing', u'urlkey': u'dancing', u'id': 17571}, {u'name': u'Healthy Living', u'urlkey': u'healthy-living', u'id': 20221}, {u'name': u'Dating and Relationships', u'urlkey': u'dating-and-relationships', u'id': 20246}]"
