name,class,description
Holistic Touch,0,"This group, called ""Holistic Touch"" (named after a Healing Technique), is a group that creates a practical forum to learn and develop a deeper sense of connection with other people.   We're all human and we all want to feel connected. Holistic Touch events focus on creating and strengthening this sense of connection in a safe, respectful, and friendly way. Holistic Touch events include classes, seminars, and social events that provide an opportunity for you to learn and experience giving and receiving various types of person-to-person connection.   Holistic Touch plans events that focus on the following:   * Massage -- various types  * Subtle Energy Work -- sensitivity and control  * Chakra (cleansing, balancing, opening)  * Energy Meridian Work  * Energetic Connection--immediate and remote  * Tantric Exercises for opening the heart  * Tantric Exercises for greater emotional freedom  * Carrying Intent in your body  * Calming and Invigorating Meditations: engaging all the Chakra  * Creative Life Affirmations  * Shifting your Subconscious Habits for Success  * ""How to Hug""  * Enjoying each Moment and Celebrating Life   These events are intended for people who are (or want to be) open-minded, open-hearted, touch-positive, energetically alive, optimistic, and warmly connected. Come to learn; come to share. Bring a friend; make a friend. Discover a new, deeper level of happiness already within yourself. Discover what you can do and what you truly are. Be a part of Holistic Touch.   Geographically, Holistic Touch is centered in San Jose, CA.  Our Facebook Page: "
The San Mateo Spiritual Healing Meetup Group,0,"Meet other locals to discuss and learn ancient Indian spiritual knowledge and healing techniques. The organizer, Lora, is a native San Mateoan, but has spent ten years living at an ashram in South India.  Lora returns to San Mateo and the bay area regularly and is excited to start a healing group in her hometown!
We will talk about ways to incorporate spirituality into your daily life which will create peace, inner happiness and clarity.  You will learn about powerful healing techniques that work on the 'soul' level --healing techniques with the capacity to heal any type of illness.    This meetup group will also be a place to share your personal experiences and a place where you can feel supported. Open to people of all faiths and cultures!"
Foam Rollers & Self Deep Massage Workshops,0,"Many people have complaints about constant tightness that no amount of yoga, exercises or stretching can seam to relieve. For people who suffer with these issues, the first thing I do is introduce them to the foam roller. This inexpensive, simple and effective tool gives them instant relief and can be used out of the comfort of their home.
Some of the benefits you can get from using the foam roller are:
- Decreased back pain - Reduced knee pain - Improved posture* - More efficient exercise and exercise form - Reduced muscle spasm and cramps
 * Posture is where all our movement comes from. Foam rolling can help relieve muscle tightness and help you perform full range of motion during your workouts and everyday physical tasks.
Please go to: "
OneTaste San Francisco,0,
San Jose Naturopathic Medicine Discussion,0,Group discussion involves the naturopathic philosophy and treatment of all diseases. We discuss the differences between conventional drug medicine and naturopathic medicine. Bring your curiosity about this most fascinating medicine.
SACRAMENTO VEGAN SOCIETY,0,"www.sacramentovegansociety.com 
To email the Organizer: Linda Middlesworth: veganmentor@gmail.com
If you want to see a great short clip of why we all need to be vegan, please watch:
"
SF Law of Attraction / Teachings of Abraham Study Group,0,"Our Exciting Team of LOA Hosts Are Here to Welcome and Inspire You! Complimentary Emotional Guidance Scales available at every meeting.
We currently have 3 Law of Attraction Hosts that successfully practice the Abraham Teachings, and truly enjoy showing others how it's done:
- On 2nd Thursdays, we have Hypnotherapist, Visionary Artist and Law of Attraction Coach Wanda Whitaker.
, Artist and Law of Attraction Coach  
-On 5th Thursdays, we have  Spiritual Alchemist and Law of Attraction Coach DeeDee Freeman.

 We focus on applying ""The Emotional Guidance Scale"" to everything  that we would like to be, do, or have! We listen to recordings by Esther Hicks, then discuss and practice the techniques learned.  This material is from workshops led by ""Abraham"", a group of non-physical entities channeled through Esther.
 DAY-TIME-LOCATION- Celebrate LIFE! Progressive Spiritualist Community hosts an always upbeat group the 2nd, 4th and 5th Thursdays, 7:30-8:45pm, at 4530 18th Street, SF, CA 94114 (between Ord & Douglas) If coming by car, allow time for parking. By Muni, the 33-Stanyan stops within one block, and the K, L, M & T lines stop 5 blocks away at Castro Street Station.
 LOVE OFFERING- The suggested donation is $10-20, but no one is turned away for lack of funds. Your donations can be tax-deductible if we have record of you providing it (i.e. check or envelope made to CLSC). Your generosity is appreciated! Thank you!
RSVP not required, but is encouraged as it inspires others to come and gives them an idea of who will be there!
Are you new to Abraham Hicks Law of Attraction? If you're new to this subject, you will find a free downloadable version of ""Ask and It Is Given"", by Esther Hicks in this group's ""file"" area (located under the ""more"" button in the navigation bar). We also offer some of Hicks' books for sale at less than retail prices, including ""The Vortex"" and ""The Law of Attraction"". More immediate exposure to these teachings can be found on YouTube by searching ""Abraham-Hicks"". Also See www.Abraham-Hicks.com  Hope you'll join us soon!
For today remember- 
""Things that matter most, must never be at the mercy of things that matter least.""--Goethe"
Innerqiworks Healing Arts Center,0,"We offer Reiki, Spring Forest Qigong (SFQ), Emotional Fredom Technique (EFT), Matrix Energetics, and Reconnection modalities.
Practice Groups
Private Sessions
Monthly Classes
For more details please look at the meetup calendar and visit my website at: 
Thank you so much!
 
 "
The Friendly Vegans!,0,"Join the Santa Cruz Friendly Vegans to meet with other vegans and gain support and comradery. All vegans and people open to or interested in veganism are welcome. We are a friendly group of diverse, interesting folks.  RSVP or not, you are welcome. Arrive late or leave early - okay by us!"
Health & Wellness Practitioners Networking (SFBay-NorCal),0,"Coming together to support our businesses and self-care, thereby enriching our ability to be of service to our constituents.

Networking for collective wisdom and knowledge around business strategy, customer development, marketing, internet and social media, collaboration across disciplines, jobs listings and more.

A focus on holistic, preventative, integrative, lifestyle offerings: Nutrition, Life Coaches, Yoga, Movement, Acupuncture & Chinese Medicine, Naturopathic doctors, Ayurveda, Expressive Arts, Dentists, Herbalists,  Massage, Meditation, Psychotherapy, Counseling, Doulas, Nurse practitioners, Nurses, and other paths of personal health and intentional transformation.

Bringing together wellness practitioners with professional services such as web development, business strategy, software development, customer care and so on.

See linkedin group for professional networking. Events from the linkedin group will be posted here. Feel free to post a meet up or become an admin, or a moderator in the linkedin group.. An open collective shared effort owned by all who participate. 

"
East Bay Cooking Classes,0,Delicious cooking classes for experienced and beginner cooks.
Roseville Scene & Beyond,0,"Welcome to Roseville Scene and Beyond!!! Our group is one of the most fun and fastest growing Meetup groups in Northern California!!!  This Meetup group is filled with some amazing, fun, friendly and adventurous people. The activities cover a wide variety of interest and our calendar is always full. If you've been contemplating joining a Meetup group to expand your horizons and add some adventure to you life, this group is for you!!! Come find out why...
Membership dues are voluntary, but your support will greatly help this group thrive and continue it's success in bringing so much fun to so many lives. Check out our up-coming events and you'll quickly see why Roseville Scene has such a wonderful following.
In order to to join, a Photo, First Name, Last Initial along with an Introduction are REQUIRED for approval of membership (Sorry, no exceptions).
Do you enjoy movies, dancing, BBQ's, music, theatre, wine tastings, live entertainment, happy hours, parties, camping, hiking, a wide array of outdoor activities or any other forms of social activities?
Do you like to dine out, but hate eating alone?
Are you new to the area?
Do you want to meet new and exciting people?
Are you new in town?
Do you just want to meet some nice people that know how to have fun?
If you answered yes to any of these questions, then this is the group for you.
Roseville Scene and Beyond is one of the fastest growing Meetup groups in the area and for good reason.
Come join the fun and help change your life for the better!!! You'll be glad that you did!!!"
Group for Self Confidence and Self Esteem,0,"Do you want to have more self confidence and self esteem?
Have you had stressful experiences in the past which affected how you feel about yourself?
Do you want to be more decisive, firm, and really know what you want in life?
Do you want to let go of your inhibitions, become a go-getter, and just go for it?
This is the group you are looking for. We have people, classes, and Meetup events to help you regain your belief in yourself!
Our meeting place will be at the Church of Scientology in Sacramento near Marconi and Watt.  You can be of any religion to come, and no one will try to change your religion.  I pick this place because many useful resources are provided there for self improvement, which you can avail yourself to. 
Please call Tony at (916) 519-5287 for more information."
Oakland Renegades Dragon Boat Team,0,"Have you ever wondered what dragon boating is all about? Now's your chance to find out. The Oakland Renegades Dragon Boat Club invites all Meetup folks to come and try it out. No experience is necessary, all age groups and fitness levels are welcome and we provide all the gear.  It's an outdoor, physical activity with occasional splashing so dress accordingly.
The Renegades Dragon Boat Club provides an opportunity for the community to experience the sport of dragon boating. The first time is free to see if you like it and then if you decide you'd like to continue, there's a nominal membership fee  You'll be paddling with an established team but we constantly have new people trying the sport and joining our team so as a novice, you'll be in good company.
Practices are held at the Jack London Aquatic Center, 115 Embarcadero, Oakland CA at the following times:
Wednesdays meet at 5:45 PM and paddle until 7:00 PM.
Saturdays meet at 10:15 AM and paddle until 12:00 noon."
Lake Merritt Yoga,0,"Our intention is to ensure that the benefits of yoga are accessible to anyone interested, encourage community, and to enjoy practicing outdoors at beautiful Lake Merritt (at least during the warmer months)."
Adapt Foundation,0,"The Adapt Foundation is a charitable organization with the goal of assisting and providing support for the families and friends of drug addicts and alcoholics. There is a great deal of governmental and private assistance available for drug addicts and alcoholics but very few services and support agencies for the families and friends deeply and chronically affected by that same drug addiction and alcoholism. You may not be the alcoholic or addict but your life may be in a shambles as the result of that alcoholism or addiction in someone you love, a family member or a friend. The Adapt Foundation wants to help you just as the addict and alcoholic get help from so many resources throughout the community.
We who live with or near alcoholics and drug addicts suffer collateral damage from our loved ones addiction and behavior. At first we are confused by our loved one's behavior. We cannot understand the hows and whys of their destructive actions. We try to improve their situation and ours by assuming their life responsibilities. Eventually, we find that we can't do enough, and the life we live is no longer our own. We are trapped by our loved one's addiction.
There is hope. By understanding how addiction has changed our loved one, and by understanding how we have adapted to those changes, we can begin the journey back to ourselves.
The Adapt Foundation has weekly workshops open to the public where you will find the open arms of people just like you who are going through exactly what you are going through. We can help by providing you with a place to express yourself, examine your circumstances, consider alternatives, get helpful and educational information that is invaluable to a better future for you. Our attendees find our group workshops to be very interesting, supportive and satisfying. Come visit us some Monday or Thursday and see just what a comfort the group can be for you. You are certainly welcome to join us!"
Sacramento Hula Hoopers Community,0,"This group is created to be a local network for hoopers in Sacramento and the surrounding areas. Sacramento has a buzzing hooping scene, and I'd love to channel my passion and knowledge for hoopdance into a collaborative group to unify our hoopers in local community events! This group is organized and sponsored by www.SacramentoHoopDance.com .
If you love to hoop, want to learn how to hoop, want to teach others and share your talents, and hoop with fellow hoopers, then you've found your group!
Please direct all inquiries to sacramentohoopdance@gmail.com or call/text (916)396-9802  Happy Hooping, Sacramento! ;D  "
Northbay Vegan Events,0,"Would you like to be healthier and minimize your impact on the Earth? Are you concerned with the treatment of farmed animals and want to learn more about how to protect them? Welcome to Compassionate Living's NorthBay Vegan Meetup! Whether you are a long time vegan or vegetarian, or you just want to learn more or try something new, you've come to the right place. Please join us to meet new friends, explore new ways of thinking, caring and living, or just to enjoy the company of others over a good, healthy, cruelty-free meal."
Sunnyvale Community Center,0,"This group is for people who use the Sunnyvale Community Center at 550 E. Remington Drive, and would like to meet others for activities here. This group is for Meetups in and around the Community Center and other City of Sunnyvale facilities only. The Community Center has a wide variety of classes, performances at Sunnyvale Theatre, activities at the Senior Center and events of all kinds."
Livermore Weekday Walking/ Hiking Group,0,"Almost all of our hikes are WEEKDAYS, with an 730AM start in  Livermore and the Tri Valley. Mostly 1 to 2 hours, we occasionally do longer hikes of 3 or 4 hours. Very rarely weekends, so if that is your only availability, WE ARE NOT the right group for you.
You don't HAVE to work from home, but if you are available during weekdays (retired, flexible schedule etc) and want to get out in the sun (and rain) and get your fitness and nature fix early in the morning, come on out and join us."
Vegans and Vegetarians 20s and 30s,0,This is a group for vegetarians and people interested in the vegetarian lifestyle that are in their 20's and 30's. I have been an off and on vegetarian for many years and I really enjoy the lifestyle and the health benfits that come along with being a vegetarian. Unfortunately its a big struggle to find other vegetarians my age as well as others that are open to vegetarian food within my area. In this group I want to bring the excitement back in eating vegetarian food and plan amazing social events along the way. We are going to do way more than just go out. Plan on experiencing some great events.
Songbird Healing Community,0,"The Songbird Community has a variety of offerings that connect the body, mind, and spirit. We are synthesizing the traditional and modern, new and old. We provide a community gathering place for people of like minds to network and share. We want to make holistic classes and care accessible to everyone. We have many other offerings that aren't listed here. You can find them on our website www.songbirdcenter.org
0"
Davenriche European Martial Artes School,0,"At Davenriche European Martial Artes School (DEMAS) we study the armed and unarmed martial techniques of Italy and England. Classes include the long sword, the rapier, the cut and thrust sword, knife fighting, grappling and even armored combat in which we practice in full armor. When studying the martial arts at DEMAS the student will study the martial theories that will allow the student to be able to use any tool in the fight.
Most people have played at sword fighting as children, and now you can learn how the swords were used for self defense and personal protection in the past and how it can be used today for fun, fitness and personal safety."
Circuit Training @ Underground Fitness,0,"Welcome my name is Senita and I have started this meet up group to help others like me who are in need of a challenge workout. Its a 1 hour motivating group circuit traning class.It will have your blood pumping and your heart going and your able to do it at your own pace and still get a good workout. In the class we would be doing cardio training, isometrics, plyometrics, strength & flexibility training,and much more all levels are welcomed.The classes are indoor and outdoor, we are trained by Professional trainers. Come join us for a great workout with good tunes and good people! The meet group is at a facility in Union City. Meet others like yourself who seek motivation, and who wants to begin a new type of work with people who motivate you to do things you never thought you can do..Well i think you found what you are looking for.
We have early mornings to mid morning to evening classes.So come check us out.

Make sure to like our facebook page WWW.FACEBOOK.COM/UNDERGROUNDFIT

Drop ins $25.00
12 sessions $180.00
26 sessions $360.00
40 sessions $540.00
 IF YOU HAVE ANY QUESTION PLEASE CALL Mike 510-701-4641"
Kat's Hip-Hop Class!!!,0,"Come and join us every Thursday evening from 5-6 pm at the YWCA in Berkeley - 2600 Bancroft Way. Instructor Kat Brown will lead you in the latest moves, with an old school twist. All levels are welcome. Class series run for 6 weeks: $45 members/$55 non-members or $12 for single class drop-in. For more information, please call 510-848-6370. To sign up, please visit: www.thekatbrownmovement.com, and Facebook page at "
San Francisco Flag Football,0,"This group is for anyone who loves playing Flag Football, but has trouble consistently finding enough people for weekly games in the ""real world."" If you're down to play some friendly games of pickup football with new people, then we'd love to have you! We'll start out trying to organize a game every weekend, and then see what the interest is like. Definitely bring any friends/coworkers/etc who've also been looking for pickup football games in the city.
Also, we welcome all girls to join our games! This group is NOT guys-only."
Sonoma Activity Group!,0,"Welcome to the Sonoma Activity Group!  We all look forward to meeting you on your first walk/hike or event.  Throughout the year we hike local trails like the Overlook, Bartholomew Park, Sonoma Regional, etc, as well as out of town trails.  We also get together for fun events like the Tuesday night farmers market on the plaza, or Friday night music series at Sebastiani winery, sometimes Trivia night and movie night!  This is a great group of friendly people, with terrific event hosts, we are very open and welcoming!  So get going, get out here and lets have fun!  Any questions/comments you might have, just shout, my door is always open!   Cheers! Greg Group Organizer"
Inner Lite Weight loss support group,0,"This is a support group for all those interested in changing their habits and patterns around eating. Our intention is to strengthen your ability in creating change in your diet by understanding the mechanism of changing your mind and your emotions. Providing a safe supportive space to share and discuss all the challenges that arise when you enter into a new relationship with food and how that change affects everything else in you life. You will be invited to participate at whatever level feel comfortable for you and you will be guided through whatever arises by a mind body weight loss specialist. I have been helping people in this area for about 15 years and I feel that I have a lot to share and some essential tools that make this journey easier, more fulfilling and fun. I want to share my knowledge and experience with all those in the community who are facing this challenge and turn into the exciting opportunity that it is. Please come and check it out, I feel that connecting with others in a common experience provides a great opportunity to meet people, make friends and form alliances that are essential to our mental and emotional health. It doesn't matter if you have 10 or 110 lbs to lose, you will find that we share common experiences and struggles. You may be surprised to discover that eating and food may be just one of the many and varied topics that we talk about as we dive deeper into the root of our challenges. Everyone is welcome to come and share."
*Ladies' Night Marin*,0,"*Why: No doubt we live in a beautiful county! However, living in Marin, I know how challenging it can be to meet new people here to do fun things with both during the week and on the weekends. This group is a perfect forum to expand your social circle to include real Ladies who know how to have fun whether it be while teaming up for a local trivia night, hiking out to the beach, making dinner, taking the ferry over to a Giants game, potlucks, wine tasting, live events, shopping, brunch, you name it!
*How: Sign Up to attend a Meetup or Suggest one you want to host and the organizer with approve and announce your idea!!!
*The Scoop: This is a group of ladies (in their mid-twenties to late-thirties and beyond) who host get togethers with each other and plan fun outings such as live music, happy hour, festivals, sporting events, etc... We encourage you to host a meet-up at your home, which could be centered around a theme that you create!!! (Pizza making? BBQ? Craft projects? Drink mixing? Chick flick viewings? Any ideas are welcome)
*Who should join: You're fun-loving female.  You live within Marin County or the vicinity.  You're interested in creating new friendships.
"
"Bollywood Dance and Fitness, Bay Area, USA",0,"Bollywood Dance and Fitness Meetup is created to promote Bollywood style entertainment and fitness activities and fun for its members. I encourage members to create and promote activities for social interaction and entertainment. 
Most important aspect of the group membership is respect to each and everyone's privacy and presence in the group.
Have fun!
Praveen GuptaOrganizer"
Sonoma County Wanderers,0,"Welcome to The Wanderers!  You have just discovered Sonoma County's most active hiking group!  We love to hike...during the week, the afternoon, the weekend and even by the light of the full moon!  If you love to hike, you have just found your new home!  
We are about the journey as well as the destination.  We are striving to meet the hikers that fall into the middle zone...people that.enjoy moderate mileage with moderate altitude gain with a challenge thrown in occasionally at a moderate pace!    We are a group that wants to explore and constantly include new hikes while doing our favorites on a regular basis.    A group that is out there during the week as well as the weekend.
Our outings will normally be in the 5-12 mile range.  We are looking for people that are looking to improve their fitness level or are maintaining their current level.  If you are a moderate hiker that is hiking frequently you will find our hikes quite enjoyable.  If you are a new hiker or have recently just got back to hiking then our pace might be challenging for you at first until you fully get back into wandering on the trails.  We do average a speed of 2.5-3.0 mph and we keep going.  We wait at trail junctions and those of you in the front will have to wait and those of you in the rear will find that the group starts off when you are safely within sight.  Oh and YES, there will be altitude gain included in almost every hike.  You will need to be comfortable and happy with walking uphill.  You also will need to be steady on your feet for the down hills.  Once again, we stop briefly to keep the group together from time to time but we do keep going with the exception of our lunch/snack break.   A word of caution-if you haven't been hiking regularly you will need to give yourself some time and consistent participation to be comfortable with the group's pace.  Most people that start with us think our pace of 2.5-3.0 is fast until they have completed 4-5 hikes.   Don't get discouraged after one hike.  A common comment I get from new hikers is that they didn't have time to enjoy the scenery.  Trust me....as you continue with the group, you will find yourself being very comfortable with the pace and will fully enjoy the scenery.   
We are about hiking.  If you are into plant, mushroom, scat or bad mood studies then this group is not for you.  Although we love pictures and encourage photographs, if you are having a hard time staying with the group, you will need to let others take the photos until you find yourself able to keep up.
I'm not a professional hiker or guide and I don't have specialized training in first aid so I need to hold everyone completely responsible for their own safety and well-being. But, what I do have is a love of the outdoors and a desire to be there..whenever possible. I also have knowledge of many local hikes and am ALWAYS exploring new ones!  Come join me and we will simply enjoy this gorgeous area that we live in, find new adventures, laugh, talk and probably learn something new every hike while making new friends.
Happy Trails!"
Peninsula Vegans,0,"This group is an effort to get Peninsula vegans together to socialize, learn from each other, and enjoy good food."
San Francisco Kadampa Buddhist Meditation,0,"Come and join us for classes on meditation and Buddhism at the Kadampa Meditation Center San Francisco in the Mission district in San Francisco. If you are interested in meditation, stress reduction, or how to use Buddhist wisdom to deal with everyday problems and difficulties, this is for you."
Extraordinary Living Santa Cruz,0,"Extraordinary Living Santa Cruz is about connecting with our
inner wisdom even in our ordinary days. When we do the ordinary
becomes extraordinary. This group is for people who would like
energy and vitality to be their new ordinary day. It is for people
who would like to find themselves smiling and experiencing joy even
as they stand in line at the grocery store. When we are connected
with our own inner wisdom the ordinary becomes extraordinary
everyday. Things just seem to fall into place. We seem to know just
what we need to say and do. This meet up is for people who want to
develop this state of synchronicity as their typical average day.
Each and everyone of us already has all the personal wisdom and
resources we need to live the extraordinary life we want. With all
the the business of ordinary living those resources get pushed
aside and forgotten. When it comes right down to it the only thing
between us and the extraordinary life we could be leading is our
choices. We make choices all day everyday. Every choice, both big
and small is moving us toward or away from the extraordinary life
we want. Our present situation is the result of earlier choices.
This group is for people who -who know the choices of today create
their tomorrow -who want to create the habit of choosing
consciously -who are ready to get into action to raise the bar in
their lives"
Community Healing Circle,0,"The Community Healing Circle is an opportunity to come together for individual and group healings in a joyful and welcoming environment.  At each gathering, techniques will be demonstrated from various disciplines to empower you to re-align every aspect of your life - mental, emotional, physical and spiritual. Through demonstrations of Qi Gong, Quantum-Touch, Pranic Healing, Breath of Life, The Law of Attraction, The Law of Allowing, Soul Mind Body Medicine, Emotion Code, Sounding and Grounding techniques, you will discover the incredible healing power of your love and focus - for yourself and others. ""Your task is not to seek for love, but merely to seek and find all the barriers within yourself that you have built against it."" (Rumi) Bring your family, your co-workers and friends - We look forward to seeing you!"
Santa Rosa Women Over 45 Group,0,"  I imagine most of us are going through big transitions in our lives. We can learn from each other, find support and just have fun. After a lifetime of taking care of everything and everyone, it is time for us to take care of ourselves , connect with others on the same path, and schedule some time to just enjoy life. Sometimes it is difficult to find meaningful friendships and everyone in our group is looking for the same thing! 
We do not check I.D.s for age so if you are near 45--or just resonate with the focus of the group, please join us. The more the merrier. "
Improv Comedy for Everyone: Drop-in Group,0,"Improv is one of the most popular forms of theatre and comedy today! Interested in learning it for yourself? Every week we get together to improvise, in a low pressure, supportive environment. Play some of your favorite games you've seen on Whose Line is it Anyway? 
You can participate as much or as little as you like. We don't force anyone to jump onstage if you're not ready. Improv is creating theater in the moment, and is a great way to embrace change, challenge yourself, and say ""Yes,and""! 
Interested in becoming a better public speaker? Need more confidence? Looking to make new friends and laugh? Improv is the perfect prescription.
How much easier would life be if we all supported one another?  If we said ""yes and,"" to life and new opportunities? How often can you step into a room and know 100% that the people there support you no matter what, that they have your back? That's What you get at the Meetup. Support. Friendship. And lots of laughter.
Our meetings are held at:
Blacktop Comedy Theater
3101 Sunset Blvd.
Rocklin, CA 95677
 
 We are excited to bring Rocklin, Roseville, Loomis, Auburn and Sacramento improv comedy!
Blacktop Comedy is the premiere improv theater in the region. Blacktop comedy offers classes and shows every week. Check out the calendar and discover even more fun! 
 "
Sonoma Raw - Living and Raw Foods Meetup,0,"The Sonoma Raw Meetup group is a group dedicated to creating community for Living and Raw Foods in Sonoma County. Sonoma Raw will plan potlucks, outings and other fun events all help others who desire to become healthier to do just that. At the same time you will have the support of other people in the community who wish to live a similiar lifestyle."
ZUMBA FITNESS Mountain View/Sunnyvale/Palo Alto,0,"I am a licensed Zumba Instructor. Leading Zumba classes is my passion. Join me for some real fun and
fitness! Men and women...It doesn't matter if you don't know how to dance, if you are
not coordinated, if you are shy...you will have FUN and a great workout!
- $10.00 for a single session."
Buddhist Meditation Silicon Valley,0,"Welcome to Buddhist Meditation Silicon Valley! 
More info at www.luminousmeditation.org and 
Wether you're new to meditation or a seasoned meditator, you will learn sth new here. Buddhist Meditation encompasses a very rich variety of different meditation techniques, from the popular Mindfulness meditation, Shamatha meditation, Vipassana meditation, to Compassion meditation, and Mantra meditation etc, fulfilling the needs of different people, from physical health, mental wellness, personal development, spiritual growth, wisdom and enlightenment.
The organizer of this group Jessica has worked in hi-tech industry for over 20 years, including Senior Engineering Manager at Apple, Walmart Labs, Paypal and Yahoo. She got her M.S. in Computer Sciences from Purdue University.
Jessica has been meditating since 2013 with various meditation techniques for 3000+ hours, and currently under the direct guidance of two world renowned meditation masters from the world's largest Buddhist Institute  and Khenpo Sodargye, who visited US and gave talks at Apple, Google, Stanford, UC Berkeley, Harvard, Yale, Columbia etc in the last few years.
Khenpo Tsultrim Lodro is a venerable contemporary Nyingma teacher of Tibetan Buddhism based at Larung Gar, the largest Buddhist Institute in the world, where he serves as Vice President. He visits yearly with our group and maintains a year round connection with us for which we are deeply grateful. 

 
"
East Bay Pickup Soccer,0,"Plain and simple - good people, good soccer, close to home. That's it."
Tango Around San Francisco,0,"Bienvenido! Tom Lewis & I specialize in teaching Argentine tango to beginners and to people who have never danced before. We are passionate about tango and both of us have other professions but tango is central to our lives. I am Camille Cusumano, author of 
Tom & I remember the challenges we had in learning to dance tango, a dance like none other, and we bring a special approach to teaching tango---I like to call it ""beginner's mind"" (in the mind of beginners there are many possibilities, in the minds of experts, few.)
Come join us all every Wednesday at 7:30 at La Pista, 766 Brannan St (between 6th & 7th), SF. And coming in February, 2012, we will offer Beginner's Mind Tango, every Friday night 7 to 8pm.
Join the ranks of those tango lovers (OK, addicts might fit) who plan our travel, work, and much of our lives around the next milonga (the venue where tango is danced). Many, but not all have been to Mecca (Buenos Aires). Come to a beginner lesson and get infected with this infectious ""at-ease."" Guaranteed to leave smiling, happier, and feeling more loved---or your money back."
South Bay Walking Group,0,"I enjoy walking, hiking and meeting new people and am looking for some folks (both female and male in their 40's and beyond) who enjoy the same things. If you'd like to make some new friends while getting a little exercise, this group is for you.
As of now, I plan on scheduling walks approximately once a week (early enough in the day to end before dark). This schedule could expand to additional days or short weekend hikes (probably on Sunday afternoons) if there is enough interest and participation.
Anyone who meets the above criteria is welcome to join. If you're interested, but can't make the weekly commitment, join anyway as our schedule is somewhat fluid and could expand to include different dates/times.
Only ""YES"" RSVPs are required! However, if you say you're coming please show up. Otherwise, please change your RSVP to ""NO"" so you don't get a ""No Show"" on your record. Out of respect for fellow walkers, people with three (3) no shows will be removed from the group.
Please see our other Pages (under the Pages Tab) for Rules and Agreements regarding participation in the South Bay Walking Group.  
Looking forward to meeting you soon!
For those of you passionate about self-improvement and living an authentic life, please feel free to check out my other Meetup group, Sole-to-Soul Vitality: "
Old Man Basketball,0,This is a basketball group for people over 40. 
Monterey Peninsula Feldenkrais,0,Feldenkrais and Awareness Through Movement weekly classes and weekend workshops taught by Kalyani Gilliam and Patric Zito. 
IMPACT Nutrition / FITCLUB Folsom,0,"Welcome are you tired of paying for a gym membership and not seeing results? 
Come be part of a community that is changing lives. We provide Nutrition and workouts for ALL AGES beginners, immediate and advanced levels. Your workouts will enhance your fitness levels. Whether you want to lose weight tone up or get ripped we can help.   After each class you can get a Free Fitness, Wellness and Nutrition Assessments for all first time guests. AND IT'S FREE TO JOIN!   
Come and see what everyone it raving about! 
We are located at 24988 Blue Ravine Rd Ste. 104 in the shopping center on the corner of Blue Ravine and E. Natoma next to the new Dollar Tree and the 99 ranch Market. Look for ""IMPACT NUTRITION""
"
"Qigong, Tai Chi, and Meditation Community Practice",0,"We are a friendly and open group of people dedicated to cultivating wellness, vitality, and spiritual fulfilment. We offer beginner classes in Qigong (pronounced ""chee-kung""), Tai Chi, and Meditation. Tea is served during the mid-class break.  Basic instruction is provided and practitioners of all experience levels are welcome. The class is offered on a donation basis (sliding scale $5-20 with a recommended donation of $10 per class). No one will be turned away for lack of funds.
The style of Tai Chi that we practice is Roger Jahnke's Tai Chi Easy, a simple 5-movement form that can be done sitting, standing, or walking. In addition, we teach Integral Tai Chi, which adds 4 more movements to Tai Chi Easy to make a 9-movement form. These forms contain the essential power of Tai Chi in a simple to learn form. If you have wanted to learn Tai Chi but have struggled with longer 24, 36, 52, or 108-form styles, then Tai Chi Easy might just be what you are looking for.
Each of the teachers also offers private lessons for those who want customized support and/or who want to explore and practice the ""inner"" forms of Qigong and Tai Chi. These more advanced forms are only taught in private lessons. If you are interested, inquire directly with the teachers."
East Bay Paleo People!,0,"Do you like to eat real food? Whoa, me too!
Some of us have allergies to things like gluten and often have to navigate carefully at restaurants, social gatherings and special events. Even though we're all unique, wouldn't it be neat to know other people who share our paleo-ness?
Let's be paleo-people pals, share ideas, and enjoy the sunshine, nature, balance, healthful foods, and quality time- together, laughter... sans technology and With our community.
Let's put natural food back at the center of our table, and hang out with some like-minded folks.
 PALEO FRIENDLY DINING**CREATIVE MOVEMENT**COMMUNITY TRANSFORMATION**I DON'T KNOW LET'S SEE HOW IT EVOLVES :p"
Roseville Reiki Meetup Group,0,"Providing a safe, comfortable place to experience Reiki. Are you courious and want to learn a bit more? Are you new to Reiki, or perhaps returning after an absence and want some experiance, guidence, and or encouragement? Are you an experianced practitioner looking to deepen your Reiki practice?
Come join us. Everyone will get to both give and receive Reiki. We meet the Fourth Friday of every month from 7-9pm at "
